30/03/2022 10:14:46, File Created!
05/04/2022 16:15:46:548, 1, idle
05/04/2022 16:15:46:818, 1, idle
05/04/2022 16:15:47:088, 0, idle
05/04/2022 16:15:47:360, 2, idle
05/04/2022 16:15:47:632, 3, idle
05/04/2022 16:15:47:901, 2, idle
05/04/2022 16:15:48:172, 1, idle
05/04/2022 16:15:48:446, 3, idle
05/04/2022 16:15:48:717, 3, idle
05/04/2022 16:15:48:986, 2, idle
05/04/2022 16:15:49:257, 3, idle
05/04/2022 16:15:49:527, 2, idle
05/04/2022 16:15:49:799, 3, idle
05/04/2022 16:15:50:070, 2, idle
05/04/2022 16:15:50:342, 4, idle
05/04/2022 16:15:50:611, 1, idle
05/04/2022 16:15:50:885, 3, idle
05/04/2022 16:15:51:166, 4, idle
05/04/2022 16:15:51:449, 12, idle
05/04/2022 16:15:51:720, 2, idle
05/04/2022 16:15:51:991, 2, idle
05/04/2022 16:15:52:260, 1, idle
05/04/2022 16:15:52:532, 2, idle
05/04/2022 16:15:52:803, 3, idle
05/04/2022 16:15:53:075, 4, idle
05/04/2022 16:15:53:344, 2, idle
05/04/2022 16:15:53:615, 3, idle
05/04/2022 16:15:53:885, 2, idle
05/04/2022 16:15:54:156, 3, idle
05/04/2022 16:15:54:426, 1, idle
05/04/2022 16:15:54:699, 3, idle
05/04/2022 16:15:54:969, 3, idle
05/04/2022 16:15:55:241, 2, idle
05/04/2022 16:15:56:832, 239, idle
05/04/2022 16:15:56:867, 3, idle
05/04/2022 16:15:57:135, 1, idle
05/04/2022 16:15:57:392, 258, repeating_exercise
05/04/2022 16:15:57:730, 54, repeating_exercise
05/04/2022 16:15:58:297, 24, repeating_exercise
05/04/2022 16:15:58:553, 9, repeating_exercise
05/04/2022 16:15:59:095, 8, idle
05/04/2022 16:15:59:511, 153, repeating_exercise
05/04/2022 16:15:59:646, 17, repeating_exercise
05/04/2022 16:15:59:902, 3, repeating_exercise
05/04/2022 16:16:00:181, 11, repeating_exercise
05/04/2022 16:16:00:477, 35, repeating_exercise
05/04/2022 16:16:00:742, 30, idle
05/04/2022 16:16:01:000, 11, idle
05/04/2022 16:16:01:321, 61, repeating_exercise
05/04/2022 16:16:01:626, 90, repeating_exercise
05/04/2022 16:16:01:824, 16, repeating_exercise
05/04/2022 16:16:02:129, 50, repeating_exercise
05/04/2022 16:16:02:381, 31, repeating_exercise
05/04/2022 16:16:02:629, 7, idle
05/04/2022 16:16:03:181, 14, repeating_exercise
05/04/2022 16:16:03:519, 79, repeating_exercise
05/04/2022 16:16:04:032, 48, repeating_exercise
05/04/2022 16:16:04:298, 43, idle
05/04/2022 16:16:04:562, 35, idle
05/04/2022 16:16:04:883, 84, repeating_exercise
05/04/2022 16:16:05:114, 40, repeating_exercise
05/04/2022 16:16:05:381, 35, repeating_exercise
05/04/2022 16:16:06:506, 56, repeating_exercise
05/04/2022 16:16:06:773, 51, repeating_exercise
05/04/2022 16:16:07:049, 54, repeating_exercise
05/04/2022 16:16:07:388, 120, repeating_exercise
05/04/2022 16:16:07:858, 25, repeating_exercise
05/04/2022 16:16:08:153, 50, repeating_exercise
05/04/2022 16:16:08:377, 3, repeating_exercise
05/04/2022 16:16:08:651, 5, repeating_exercise
05/04/2022 16:16:08:923, 6, repeating_exercise
05/04/2022 16:16:09:196, 9, repeating_exercise
05/04/2022 16:16:09:462, 3, repeating_exercise
05/04/2022 16:16:09:732, 2, repeating_exercise
05/04/2022 16:16:10:005, 5, repeating_exercise
05/04/2022 16:16:10:275, 4, idle
05/04/2022 16:16:10:649, 106, repeating_exercise
05/04/2022 16:16:10:829, 16, repeating_exercise
05/04/2022 16:16:11:135, 51, repeating_exercise
05/04/2022 16:16:11:438, 82, repeating_exercise
05/04/2022 16:16:11:633, 6, repeating_exercise
05/04/2022 16:16:11:905, 8, repeating_exercise
05/04/2022 16:16:12:171, 3, repeating_exercise
05/04/2022 16:16:12:460, 20, idle
05/04/2022 16:16:12:762, 52, repeating_exercise
05/04/2022 16:16:12:983, 2, repeating_exercise
05/04/2022 16:16:13:255, 2, repeating_exercise
05/04/2022 16:16:13:525, 3, repeating_exercise
05/04/2022 16:16:13:797, 4, repeating_exercise
05/04/2022 16:16:14:068, 3, repeating_exercise
05/04/2022 16:16:14:337, 2, repeating_exercise
05/04/2022 16:16:14:609, 4, idle
05/04/2022 16:16:14:917, 41, repeating_exercise
05/04/2022 16:16:15:204, 58, repeating_exercise
05/04/2022 16:16:15:490, 73, repeating_exercise
05/04/2022 16:16:15:698, 10, repeating_exercise
05/04/2022 16:16:15:963, 3, repeating_exercise
05/04/2022 16:16:16:303, 72, repeating_exercise
05/04/2022 16:16:16:506, 4, repeating_exercise
05/04/2022 16:16:16:777, 5, idle
05/04/2022 16:16:17:055, 11, idle
05/04/2022 16:16:17:319, 5, repeating_exercise
05/04/2022 16:16:17:589, 4, repeating_exercise
05/04/2022 16:16:17:860, 5, repeating_exercise
05/04/2022 16:16:18:131, 5, repeating_exercise
05/04/2022 16:16:18:400, 3, repeating_exercise
05/04/2022 16:16:18:669, 2, repeating_exercise
05/04/2022 16:16:18:943, 4, idle
05/04/2022 16:16:19:263, 54, repeating_exercise
05/04/2022 16:16:19:565, 85, repeating_exercise
05/04/2022 16:16:19:755, 4, repeating_exercise
05/04/2022 16:16:20:026, 5, repeating_exercise
05/04/2022 16:16:20:298, 5, repeating_exercise
05/04/2022 16:16:20:566, 3, repeating_exercise
05/04/2022 16:16:20:837, 3, repeating_exercise
05/04/2022 16:16:21:108, 3, idle
05/04/2022 16:16:21:487, 112, repeating_exercise
05/04/2022 16:16:21:649, 4, repeating_exercise
05/04/2022 16:16:21:921, 5, repeating_exercise
05/04/2022 16:16:22:189, 2, repeating_exercise
05/04/2022 16:16:22:465, 6, repeating_exercise
05/04/2022 16:16:22:732, 2, repeating_exercise
05/04/2022 16:16:23:005, 4, repeating_exercise
05/04/2022 16:16:23:274, 3, idle
05/04/2022 16:16:23:593, 52, repeating_exercise
05/04/2022 16:16:23:814, 2, repeating_exercise
05/04/2022 16:16:24:403, 51, repeating_exercise
05/04/2022 16:16:24:680, 56, repeating_exercise
05/04/2022 16:16:24:898, 4, repeating_exercise
05/04/2022 16:16:25:168, 3, repeating_exercise
05/04/2022 16:16:25:438, 3, repeating_exercise
05/04/2022 16:16:25:710, 3, repeating_exercise
05/04/2022 16:16:25:984, 5, repeating_exercise
05/04/2022 16:16:26:256, 6, repeating_exercise
05/04/2022 16:16:26:526, 5, idle
05/04/2022 16:16:26:793, 2, idle
05/04/2022 16:16:27:068, 6, repeating_exercise
05/04/2022 16:16:27:335, 3, repeating_exercise
05/04/2022 16:16:27:610, 7, repeating_exercise
05/04/2022 16:16:27:882, 9, repeating_exercise
05/04/2022 16:16:28:151, 7, repeating_exercise
05/04/2022 16:16:28:422, 6, repeating_exercise
05/04/2022 16:16:28:690, 4, repeating_exercise
05/04/2022 16:16:28:961, 4, repeating_exercise
05/04/2022 16:16:29:281, 54, repeating_exercise
05/04/2022 16:16:29:505, 7, repeating_exercise
05/04/2022 16:16:29:774, 6, idle
05/04/2022 16:16:30:041, 2, idle
05/04/2022 16:16:30:350, 41, repeating_exercise
05/04/2022 16:16:30:586, 6, repeating_exercise
05/04/2022 16:16:30:901, 51, repeating_exercise
05/04/2022 16:16:31:129, 8, repeating_exercise
05/04/2022 16:16:31:449, 56, repeating_exercise
05/04/2022 16:16:31:715, 52, repeating_exercise
05/04/2022 16:16:31:939, 4, repeating_exercise
05/04/2022 16:16:32:207, 2, idle
05/04/2022 16:16:32:648, 172, repeating_exercise
05/04/2022 16:16:32:799, 51, repeating_exercise
05/04/2022 16:16:33:026, 6, repeating_exercise
05/04/2022 16:16:33:292, 2, repeating_exercise
05/04/2022 16:16:33:565, 4, repeating_exercise
05/04/2022 16:16:33:835, 3, repeating_exercise
05/04/2022 16:16:34:105, 3, repeating_exercise
05/04/2022 16:16:34:377, 3, idle
05/04/2022 16:16:34:649, 5, idle
05/04/2022 16:16:34:918, 3, repeating_exercise
05/04/2022 16:16:35:189, 3, repeating_exercise
05/04/2022 16:16:35:488, 32, repeating_exercise
05/04/2022 16:16:35:783, 57, repeating_exercise
05/04/2022 16:16:36:052, 56, repeating_exercise
05/04/2022 16:16:36:271, 4, repeating_exercise
05/04/2022 16:16:36:542, 4, repeating_exercise
05/04/2022 16:16:36:810, 2, idle
05/04/2022 16:16:37:083, 4, idle
05/04/2022 16:16:37:354, 3, repeating_exercise
05/04/2022 16:16:37:625, 4, repeating_exercise
05/04/2022 16:16:37:897, 5, repeating_exercise
05/04/2022 16:16:38:165, 1, repeating_exercise
05/04/2022 16:16:38:438, 4, repeating_exercise
05/04/2022 16:16:38:711, 6, repeating_exercise
05/04/2022 16:16:38:978, 3, idle
05/04/2022 16:16:39:252, 5, idle
05/04/2022 16:16:39:519, 2, idle
05/04/2022 16:16:39:890, 102, repeating_exercise
05/04/2022 16:16:40:060, 1, repeating_exercise
05/04/2022 16:16:40:332, 3, repeating_exercise
05/04/2022 16:16:40:644, 43, repeating_exercise
05/04/2022 16:16:40:876, 4, repeating_exercise
05/04/2022 16:16:41:197, 55, repeating_exercise
05/04/2022 16:16:41:499, 86, repeating_exercise
05/04/2022 16:16:41:687, 2, repeating_exercise
05/04/2022 16:16:41:962, 5, idle
05/04/2022 16:16:42:374, 147, repeating_exercise
05/04/2022 16:16:42:501, 3, repeating_exercise
05/04/2022 16:16:42:772, 3, repeating_exercise
05/04/2022 16:16:43:042, 3, repeating_exercise
05/04/2022 16:16:43:313, 4, repeating_exercise
05/04/2022 16:16:43:582, 2, repeating_exercise
05/04/2022 16:16:43:852, 2, repeating_exercise
05/04/2022 16:16:44:123, 2, repeating_exercise
05/04/2022 16:16:44:393, 2, idle
05/04/2022 16:16:44:701, 40, repeating_exercise
05/04/2022 16:16:44:992, 60, repeating_exercise
05/04/2022 16:16:45:208, 5, repeating_exercise
05/04/2022 16:16:45:480, 6, repeating_exercise
05/04/2022 16:16:45:751, 5, repeating_exercise
05/04/2022 16:16:46:094, 77, repeating_exercise
05/04/2022 16:16:46:294, 7, repeating_exercise
05/04/2022 16:16:46:565, 6, repeating_exercise
05/04/2022 16:16:46:833, 3, idle
05/04/2022 16:16:47:108, 7, idle
05/04/2022 16:16:47:396, 23, idle
05/04/2022 16:16:47:659, 15, idle
05/04/2022 16:16:47:941, 21, idle
05/04/2022 16:16:48:201, 10, idle
05/04/2022 16:16:48:469, 7, idle
05/04/2022 16:16:48:738, 4, idle
05/04/2022 16:16:49:008, 3, idle
05/04/2022 16:16:49:286, 11, idle
05/04/2022 16:16:49:569, 17, idle
05/04/2022 16:16:49:837, 12, idle
05/04/2022 16:16:50:107, 10, idle
05/04/2022 16:16:50:373, 6, idle
05/04/2022 16:16:50:646, 7, idle
05/04/2022 16:16:50:920, 11, idle
05/04/2022 16:16:51:229, 49, idle
05/04/2022 16:16:51:800, 228, idle
05/04/2022 16:16:52:412, 242, idle
05/04/2022 16:16:52:604, 52, idle
05/04/2022 16:16:52:880, 42, idle
05/04/2022 16:16:53:215, 52, idle
05/04/2022 16:16:54:121, 51, idle
05/04/2022 16:16:54:918, 320, idle
05/04/2022 16:16:55:553, 213, idle
05/04/2022 16:16:55:861, 140, idle
05/04/2022 16:16:56:135, 15, idle
05/04/2022 16:16:56:407, 6, idle
05/04/2022 16:16:56:679, 7, idle
05/04/2022 16:16:56:946, 4, idle
05/04/2022 16:16:57:216, 3, idle
05/04/2022 16:16:57:487, 4, idle
05/04/2022 16:16:57:758, 3, idle
05/04/2022 16:16:58:048, 21, idle
05/04/2022 16:16:58:309, 4, idle
05/04/2022 16:16:58:584, 6, idle
05/04/2022 16:16:58:854, 4, idle
05/04/2022 16:16:59:126, 6, idle
05/04/2022 16:16:59:394, 3, idle
05/04/2022 16:16:59:667, 5, idle
05/04/2022 16:16:59:938, 4, idle
05/04/2022 16:17:00:212, 7, idle
05/04/2022 16:17:00:480, 4, idle
05/04/2022 16:17:00:753, 5, idle
05/04/2022 16:17:01:023, 5, idle
05/04/2022 16:17:01:296, 6, idle
05/04/2022 16:17:01:565, 3, idle
05/04/2022 16:17:01:838, 4, idle
05/04/2022 16:17:02:113, 7, idle
05/04/2022 16:17:02:378, 2, idle
05/04/2022 16:17:02:650, 2, idle
05/04/2022 16:17:02:922, 4, idle
05/04/2022 16:17:03:195, 4, idle
05/04/2022 16:17:03:466, 5, idle
05/04/2022 16:17:03:736, 4, idle
05/04/2022 16:17:04:008, 4, idle
05/04/2022 16:17:04:278, 3, idle
05/04/2022 16:17:04:550, 4, idle
05/04/2022 16:17:04:823, 6, idle
05/04/2022 16:17:05:090, 3, idle
05/04/2022 16:17:05:363, 5, idle
05/04/2022 16:17:05:632, 2, idle
05/04/2022 16:17:05:908, 6, idle
05/04/2022 16:17:06:177, 5, idle
05/04/2022 16:17:06:446, 3, idle
05/04/2022 16:17:06:718, 5, idle
05/04/2022 16:17:06:987, 2, idle
05/04/2022 16:17:07:259, 4, idle
05/04/2022 16:17:07:528, 2, idle
05/04/2022 16:17:07:799, 3, idle
05/04/2022 16:17:08:069, 1, idle
05/04/2022 16:17:08:344, 5, idle
05/04/2022 16:17:08:613, 3, idle
05/04/2022 16:17:08:883, 3, idle
05/04/2022 16:17:09:175, 15, idle
05/04/2022 16:17:09:437, 4, idle
05/04/2022 16:17:09:709, 4, idle
05/04/2022 16:17:09:979, 3, idle
05/04/2022 16:17:10:252, 5, idle
05/04/2022 16:17:10:521, 4, idle
05/04/2022 16:17:10:794, 6, idle
05/04/2022 16:17:11:061, 3, idle
05/04/2022 16:17:11:333, 4, idle
05/04/2022 16:17:11:603, 3, idle
05/04/2022 16:17:11:878, 7, idle
05/04/2022 16:17:12:157, 15, idle
05/04/2022 16:17:12:424, 4, idle
05/04/2022 16:17:12:696, 6, idle
05/04/2022 16:17:12:972, 9, idle
05/04/2022 16:17:13:239, 3, idle
05/04/2022 16:17:13:510, 3, idle
05/04/2022 16:17:13:787, 6, idle
05/04/2022 16:17:14:060, 7, idle
05/04/2022 16:17:14:328, 4, idle
05/04/2022 16:17:18:152, 218, idle
05/04/2022 16:17:18:311, 102, idle
05/04/2022 16:17:18:494, 5, idle
05/04/2022 16:17:18:767, 8, idle
05/04/2022 16:17:19:042, 11, idle
05/04/2022 16:17:19:394, 60, idle
05/04/2022 16:17:19:645, 11, idle
05/04/2022 16:17:19:908, 4, idle
05/04/2022 16:17:20:215, 22, idle
05/04/2022 16:17:20:498, 12, idle
05/04/2022 16:17:20:791, 27, idle
05/04/2022 16:17:21:101, 31, idle
05/04/2022 16:17:21:374, 9, idle
05/04/2022 16:17:21:642, 2, idle
05/04/2022 16:17:21:912, 1, idle
05/04/2022 16:17:22:185, 4, idle
05/04/2022 16:17:22:454, 3, idle
05/04/2022 16:17:22:725, 4, idle
05/04/2022 16:17:23:009, 17, idle
05/04/2022 16:17:23:283, 19, idle
05/04/2022 16:17:23:538, 3, idle
05/04/2022 16:17:23:807, 1, idle
05/04/2022 16:17:24:079, 3, idle
05/04/2022 16:17:24:349, 3, idle
05/04/2022 16:17:24:623, 7, idle
05/04/2022 16:17:24:890, 3, idle
05/04/2022 16:17:25:160, 2, idle
05/04/2022 16:17:25:430, 2, idle
05/04/2022 16:17:25:705, 5, idle
05/04/2022 16:17:25:972, 1, idle
05/04/2022 16:17:26:244, 3, idle
05/04/2022 16:17:26:516, 4, idle
05/04/2022 16:17:26:788, 5, idle
05/04/2022 16:17:27:056, 3, idle
05/04/2022 16:17:27:328, 4, idle
05/04/2022 16:17:27:598, 3, idle
05/04/2022 16:17:27:871, 6, idle
05/04/2022 16:17:28:138, 3, idle
05/04/2022 16:17:28:409, 3, idle
05/04/2022 16:17:28:680, 4, idle
05/04/2022 16:17:28:949, 3, idle
05/04/2022 16:17:29:219, 2, idle
05/04/2022 16:17:29:490, 3, idle
05/04/2022 16:17:29:761, 3, idle
05/04/2022 16:17:30:034, 6, idle
05/04/2022 16:17:30:305, 5, idle
05/04/2022 16:17:30:574, 4, idle
05/04/2022 16:17:30:843, 2, idle
05/04/2022 16:17:31:115, 3, idle
05/04/2022 16:17:31:386, 4, idle
05/04/2022 16:17:31:656, 3, idle
05/04/2022 16:17:31:927, 3, idle
05/04/2022 16:17:32:198, 5, idle
05/04/2022 16:17:32:467, 3, idle
05/04/2022 16:17:32:740, 5, idle
05/04/2022 16:17:33:011, 5, idle
05/04/2022 16:17:33:281, 3, idle
05/04/2022 16:17:33:551, 3, idle
05/04/2022 16:17:33:827, 8, idle
05/04/2022 16:17:34:096, 2, idle
05/04/2022 16:17:34:380, 15, idle
05/04/2022 16:17:34:673, 10, idle
05/04/2022 16:17:34:957, 18, idle
05/04/2022 16:17:35:243, 21, idle
05/04/2022 16:17:35:516, 7, idle
05/04/2022 16:17:35:811, 18, idle
05/04/2022 16:17:36:077, 3, idle
05/04/2022 16:17:36:347, 3, idle
05/04/2022 16:17:36:619, 5, idle
05/04/2022 16:17:36:892, 4, idle
05/04/2022 16:17:37:164, 4, idle
05/04/2022 16:17:37:433, 2, idle
05/04/2022 16:17:37:705, 4, idle
05/04/2022 16:17:37:978, 5, idle
05/04/2022 16:17:38:248, 4, idle
05/04/2022 16:17:38:516, 2, idle
05/04/2022 16:17:38:790, 4, idle
05/04/2022 16:17:39:061, 4, idle
05/04/2022 16:17:39:334, 6, idle
05/04/2022 16:17:39:602, 3, idle
05/04/2022 16:17:39:873, 4, idle
05/04/2022 16:17:40:143, 2, idle
05/04/2022 16:17:40:416, 4, idle
05/04/2022 16:17:40:685, 3, idle
05/04/2022 16:17:40:955, 3, idle
05/04/2022 16:17:41:234, 10, idle
05/04/2022 16:17:41:505, 5, idle
05/04/2022 16:17:41:772, 2, idle
05/04/2022 16:17:42:045, 4, idle
05/04/2022 16:17:42:314, 3, idle
05/04/2022 16:17:42:588, 6, idle
05/04/2022 16:17:42:855, 3, idle
05/04/2022 16:17:43:124, 2, idle
05/04/2022 16:17:43:396, 4, idle
05/04/2022 16:17:43:669, 5, idle
05/04/2022 16:17:43:941, 5, idle
05/04/2022 16:17:44:213, 5, idle
05/04/2022 16:17:44:488, 10, idle
05/04/2022 16:17:44:757, 5, idle
05/04/2022 16:17:45:026, 3, idle
05/04/2022 16:17:45:296, 2, idle
05/04/2022 16:17:45:571, 7, idle
05/04/2022 16:17:45:839, 4, idle
05/04/2022 16:17:46:107, 2, idle
05/04/2022 16:17:46:380, 4, idle
05/04/2022 16:17:46:655, 9, idle
05/04/2022 16:17:46:929, 6, idle
05/04/2022 16:17:47:200, 5, idle
05/04/2022 16:17:47:474, 8, idle
05/04/2022 16:17:47:741, 3, idle
05/04/2022 16:17:48:013, 5, idle
05/04/2022 16:17:48:292, 12, idle
05/04/2022 16:17:48:556, 6, idle
05/04/2022 16:17:48:830, 8, idle
05/04/2022 16:17:49:096, 2, idle
05/04/2022 16:17:49:370, 5, idle
05/04/2022 16:17:49:641, 6, idle
05/04/2022 16:17:49:909, 2, idle
05/04/2022 16:17:50:185, 8, idle
05/04/2022 16:17:50:452, 4, idle
05/04/2022 16:17:50:724, 4, idle
05/04/2022 16:17:50:996, 6, idle
05/04/2022 16:17:51:283, 22, idle
05/04/2022 16:17:51:537, 2, idle
05/04/2022 16:17:51:813, 8, idle
05/04/2022 16:17:52:082, 5, idle
05/04/2022 16:17:52:353, 4, idle
05/04/2022 16:17:52:641, 21, idle
05/04/2022 16:17:52:912, 5, idle
05/04/2022 16:17:53:183, 5, idle
05/04/2022 16:17:53:454, 4, idle
05/04/2022 16:17:53:725, 3, idle
05/04/2022 16:17:54:008, 16, idle
05/04/2022 16:17:54:267, 4, idle
05/04/2022 16:17:54:540, 5, idle
05/04/2022 16:17:54:807, 2, idle
05/04/2022 16:17:55:077, 2, idle
05/04/2022 16:17:55:350, 4, idle
05/04/2022 16:17:55:622, 4, idle
05/04/2022 16:17:55:894, 4, idle
05/04/2022 16:17:56:164, 4, idle
05/04/2022 16:17:56:434, 3, idle
05/04/2022 16:17:56:707, 5, idle
05/04/2022 16:17:56:977, 4, idle
05/04/2022 16:17:57:249, 4, idle
05/04/2022 16:17:57:520, 4, idle
05/04/2022 16:17:57:791, 3, idle
05/04/2022 16:17:58:061, 3, idle
05/04/2022 16:17:58:332, 3, idle
05/04/2022 16:17:58:602, 3, idle
05/04/2022 16:17:58:873, 4, idle
05/04/2022 16:17:59:145, 5, idle
05/04/2022 16:17:59:415, 5, idle
05/04/2022 16:17:59:685, 5, idle
05/04/2022 16:17:59:953, 3, idle
05/04/2022 16:18:00:225, 3, idle
05/04/2022 16:18:00:499, 5, idle
05/04/2022 16:18:00:768, 4, idle
05/04/2022 16:18:01:038, 3, idle
05/04/2022 16:18:01:308, 3, idle
05/04/2022 16:18:01:581, 4, idle
05/04/2022 16:18:01:853, 5, idle
05/04/2022 16:18:02:122, 2, idle
05/04/2022 16:18:02:396, 5, idle
05/04/2022 16:18:02:664, 2, idle
05/04/2022 16:18:02:938, 6, idle
05/04/2022 16:18:03:207, 3, idle
05/04/2022 16:18:03:478, 3, idle
05/04/2022 16:18:03:748, 3, idle
05/04/2022 16:18:04:022, 6, idle
05/04/2022 16:18:04:292, 6, idle
05/04/2022 16:18:04:562, 3, idle
05/04/2022 16:18:04:835, 4, idle
05/04/2022 16:18:05:106, 4, idle
05/04/2022 16:18:05:375, 2, idle
05/04/2022 16:18:05:646, 2, idle
05/04/2022 16:18:05:930, 15, idle
05/04/2022 16:18:06:225, 28, idle
05/04/2022 16:18:06:556, 68, idle
05/04/2022 16:18:06:820, 16, idle
05/04/2022 16:18:07:097, 13, idle
05/04/2022 16:18:07:367, 12, idle
05/04/2022 16:18:07:712, 55, idle
05/04/2022 16:18:07:959, 13, idle
05/04/2022 16:18:08:234, 12, idle
05/04/2022 16:18:08:557, 56, idle
05/04/2022 16:18:08:959, 41, idle
05/04/2022 16:18:09:294, 57, idle
05/04/2022 16:18:09:587, 15, idle
05/04/2022 16:18:09:863, 11, idle
05/04/2022 16:18:10:134, 11, idle
05/04/2022 16:18:10:592, 198, idle
05/04/2022 16:18:10:868, 200, idle
05/04/2022 16:18:10:954, 15, idle
05/04/2022 16:18:11:234, 23, idle
05/04/2022 16:18:11:587, 106, idle
05/04/2022 16:18:11:857, 104, idle
05/04/2022 16:21:35:841, 6, idle
05/04/2022 16:21:36:111, 3, idle
05/04/2022 16:21:36:381, 3, idle
05/04/2022 16:21:36:652, 3, idle
05/04/2022 16:21:36:924, 4, idle
05/04/2022 16:21:37:195, 5, idle
05/04/2022 16:21:37:466, 4, idle
05/04/2022 16:21:37:735, 3, idle
05/04/2022 16:21:38:008, 5, idle
05/04/2022 16:21:38:275, 2, idle
05/04/2022 16:21:38:548, 4, idle
05/04/2022 16:21:38:820, 4, idle
05/04/2022 16:21:39:092, 5, idle
05/04/2022 16:21:39:360, 3, idle
05/04/2022 16:21:39:632, 3, idle
05/04/2022 16:21:39:903, 3, idle
05/04/2022 16:21:40:174, 3, idle
05/04/2022 16:21:40:488, 44, repeating_exercise
05/04/2022 16:21:40:733, 19, repeating_exercise
05/04/2022 16:21:40:988, 3, repeating_exercise
05/04/2022 16:21:41:260, 4, repeating_exercise
05/04/2022 16:21:41:529, 3, repeating_exercise
05/04/2022 16:21:41:800, 3, repeating_exercise
05/04/2022 16:21:42:069, 2, repeating_exercise
05/04/2022 16:21:42:343, 5, repeating_exercise
05/04/2022 16:21:42:615, 5, idle
05/04/2022 16:21:42:885, 5, idle
05/04/2022 16:21:43:155, 3, idle
05/04/2022 16:21:43:480, 58, repeating_exercise
05/04/2022 16:21:43:699, 5, repeating_exercise
05/04/2022 16:21:44:013, 48, repeating_exercise
05/04/2022 16:21:44:241, 4, repeating_exercise
05/04/2022 16:21:44:510, 2, repeating_exercise
05/04/2022 16:21:44:781, 2, repeating_exercise
05/04/2022 16:21:45:099, 50, repeating_exercise
05/04/2022 16:22:07:844, 10, idle
05/04/2022 16:22:08:110, 3, idle
05/04/2022 16:22:08:384, 6, idle
05/04/2022 16:22:08:653, 4, idle
05/04/2022 16:22:08:945, 25, idle
05/04/2022 16:22:09:212, 15, idle
05/04/2022 16:22:09:477, 7, idle
05/04/2022 16:22:09:752, 11, idle
05/04/2022 16:22:10:017, 5, idle
05/04/2022 16:22:10:290, 7, idle
05/04/2022 16:22:10:561, 7, idle
05/04/2022 16:22:10:831, 5, idle
05/04/2022 16:22:11:100, 3, idle
05/04/2022 16:22:11:372, 3, idle
05/04/2022 16:22:11:644, 4, idle
05/04/2022 16:22:11:913, 3, idle
05/04/2022 16:22:12:186, 5, idle
05/04/2022 16:22:12:454, 3, idle
05/04/2022 16:22:12:726, 4, idle
05/04/2022 16:22:12:994, 2, idle
05/04/2022 16:22:13:268, 5, idle
05/04/2022 16:22:13:540, 5, idle
05/04/2022 16:22:13:810, 3, idle
05/04/2022 16:22:14:079, 2, idle
05/04/2022 16:22:14:352, 4, idle
05/04/2022 16:22:14:625, 4, idle
05/04/2022 16:22:14:895, 2, idle
05/04/2022 16:22:15:172, 7, idle
05/04/2022 16:22:15:440, 4, idle
05/04/2022 16:22:15:710, 2, idle
05/04/2022 16:22:15:983, 4, idle
05/04/2022 16:22:16:256, 7, idle
05/04/2022 16:22:16:526, 5, idle
05/04/2022 16:22:16:795, 2, idle
05/04/2022 16:22:17:065, 2, idle
05/04/2022 16:22:17:336, 2, idle
05/04/2022 16:22:17:610, 5, idle
05/04/2022 16:22:17:880, 5, idle
05/04/2022 16:22:18:150, 4, idle
05/04/2022 16:22:18:420, 4, idle
05/04/2022 16:22:18:692, 4, idle
05/04/2022 16:22:18:966, 7, idle
05/04/2022 16:22:19:234, 4, idle
05/04/2022 16:22:19:503, 3, idle
05/04/2022 16:22:19:773, 2, idle
05/04/2022 16:22:20:044, 3, idle
05/04/2022 16:22:20:316, 3, idle
05/04/2022 16:22:20:589, 6, idle
05/04/2022 16:22:20:859, 5, idle
05/04/2022 16:22:21:128, 3, idle
05/04/2022 16:22:21:400, 5, idle
05/04/2022 16:22:21:671, 5, idle
05/04/2022 16:22:21:938, 2, idle
05/04/2022 16:22:22:211, 4, idle
05/04/2022 16:22:22:482, 5, idle
05/04/2022 16:22:22:753, 4, idle
05/04/2022 16:22:23:023, 4, idle
05/04/2022 16:22:23:292, 2, idle
05/04/2022 16:22:23:572, 12, idle
05/04/2022 16:22:23:838, 8, idle
05/04/2022 16:22:24:108, 4, idle
05/04/2022 16:22:24:382, 7, idle
05/04/2022 16:22:24:653, 6, idle
05/04/2022 16:22:24:922, 2, idle
05/04/2022 16:22:25:194, 3, idle
05/04/2022 16:22:25:466, 4, idle
05/04/2022 16:22:25:735, 3, idle
05/04/2022 16:22:26:005, 2, idle
05/04/2022 16:22:26:276, 3, idle
05/04/2022 16:22:26:554, 7, idle
05/04/2022 16:22:26:833, 15, idle
05/04/2022 16:22:27:102, 12, idle
05/04/2022 16:22:27:390, 24, idle
05/04/2022 16:22:27:686, 33, idle
05/04/2022 16:22:27:947, 4, idle
05/04/2022 16:22:28:219, 4, idle
05/04/2022 16:22:28:491, 4, idle
05/04/2022 16:22:28:762, 5, idle
05/04/2022 16:22:29:031, 3, idle
05/04/2022 16:22:29:313, 13, idle
05/04/2022 16:22:29:579, 9, idle
05/04/2022 16:22:29:845, 4, idle
05/04/2022 16:22:30:118, 7, idle
05/04/2022 16:22:30:391, 6, idle
05/04/2022 16:22:30:658, 3, idle
05/04/2022 16:22:30:931, 5, idle
05/04/2022 16:22:31:204, 8, idle
05/04/2022 16:22:31:470, 2, idle
05/04/2022 16:22:31:745, 6, idle
05/04/2022 16:22:32:014, 4, idle
05/04/2022 16:22:32:288, 6, idle
05/04/2022 16:22:32:559, 7, idle
