06/04/2022 14:47:27: File Created!
06/04/2022 14:47:27:644, robot_pos_w_timestamp, 1649252758364, 612.9, 280.95, 203.73, 2.36, -0.03, 3.07, tool_force, 0.17, 0.08, -0.09, actual_rep, 1, curr_step, 1, track_size, 99, robot_vel, 0.02, joints_pos, 34.95, 59.07, -20.04, -66.97, 24.91, 54.8, 55.29, tool_torque, 0.269, -0.271, 0.349, tool_momentum, 0.271, -0.269, 0.349, robot_mode, normal, 
06/04/2022 14:47:57:266, robot_pos_w_timestamp, 1649252788224, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.17, -0.03, 0.34, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.026, 0.128, 0.213, tool_momentum, -0.025, 0.128, 0.213, robot_mode, normal, 
06/04/2022 14:47:57:472, robot_pos_w_timestamp, 1649252788379, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.17, -0.01, 0.35, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.023, 0.127, 0.213, tool_momentum, -0.023, 0.128, 0.213, robot_mode, normal, 
06/04/2022 14:47:57:568, robot_pos_w_timestamp, 1649252788532, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.18, -0.02, 0.33, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.024, 0.128, 0.214, tool_momentum, -0.023, 0.129, 0.214, robot_mode, normal, 
06/04/2022 14:47:57:773, robot_pos_w_timestamp, 1649252788686, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.17, -0.01, 0.34, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.024, 0.126, 0.213, tool_momentum, -0.024, 0.126, 0.213, robot_mode, normal, 
06/04/2022 14:47:58:077, robot_pos_w_timestamp, 1649252788993, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.17, -0.03, 0.34, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.025, 0.126, 0.213, tool_momentum, -0.026, 0.126, 0.213, robot_mode, normal, 
06/04/2022 14:47:58:176, robot_pos_w_timestamp, 1649252789147, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.18, -0.02, 0.33, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.023, 0.127, 0.214, tool_momentum, -0.023, 0.127, 0.214, robot_mode, normal, 
06/04/2022 14:47:58:378, robot_pos_w_timestamp, 1649252789301, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.18, 0.0, 0.35, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.022, 0.128, 0.214, tool_momentum, -0.022, 0.128, 0.214, robot_mode, normal, 
06/04/2022 14:47:58:482, robot_pos_w_timestamp, 1649252789456, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.17, -0.01, 0.34, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.023, 0.127, 0.213, tool_momentum, -0.023, 0.126, 0.214, robot_mode, normal, 
06/04/2022 14:47:58:683, robot_pos_w_timestamp, 1649252789608, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.17, -0.01, 0.35, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.024, 0.128, 0.214, tool_momentum, -0.024, 0.127, 0.214, robot_mode, normal, 
06/04/2022 14:47:58:783, robot_pos_w_timestamp, 1649252789763, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.17, -0.01, 0.35, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.022, 0.126, 0.213, tool_momentum, -0.022, 0.125, 0.213, robot_mode, normal, 
06/04/2022 14:47:58:962, robot_pos_w_timestamp, 1649252789918, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.17, -0.01, 0.34, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.023, 0.125, 0.213, tool_momentum, -0.024, 0.126, 0.213, robot_mode, normal, 
06/04/2022 14:47:59:085, robot_pos_w_timestamp, 1649252790071, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.16, -0.02, 0.33, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.024, 0.124, 0.213, tool_momentum, -0.025, 0.124, 0.213, robot_mode, normal, 
