05/04/2022 15:23:43: File Created!
05/04/2022 15:23:43:354, robot_pos_w_timestamp, 1649168532612, 596.42, 326.91, 176.79, 2.27, 0.06, 3.03, tool_force, -0.35, 0.21, 0.41, actual_rep, 1, curr_step, 1, track_size, 84, robot_vel, 0.0, joints_pos, 29.38, 59.67, -0.5, -67.23, -2.2, 46.29, 80.29, tool_torque, -0.024, 0.163, 0.168, tool_momentum, -0.024, 0.162, 0.168, robot_mode, normal, 
05/04/2022 15:24:12:149, robot_pos_w_timestamp, 1649168561181, 519.78, 202.37, 335.49, 2.2, 0.06, 3.07, tool_force, -0.99, 0.93, 0.39, actual_rep, 2, curr_step, 47, track_size, 84, robot_vel, 45.93, joints_pos, 22.04, 32.01, -0.4, -91.05, -2.34, 52.19, 76.83, tool_torque, 0.025, 0.451, -0.176, tool_momentum, 0.028, 0.471, -0.176, robot_mode, normal, 
05/04/2022 15:24:12:300, robot_pos_w_timestamp, 1649168561328, 517.36, 208.24, 335.87, 2.21, 0.06, 3.07, tool_force, -1.49, 0.65, -0.1, actual_rep, 2, curr_step, 50, track_size, 84, robot_vel, 41.48, joints_pos, 22.7, 31.95, -0.4, -91.09, -2.37, 52.13, 77.14, tool_torque, 0.052, 0.518, -0.194, tool_momentum, 0.049, 0.514, -0.194, robot_mode, normal, 
05/04/2022 15:24:12:452, robot_pos_w_timestamp, 1649168561480, 515.28, 213.93, 336.02, 2.21, 0.06, 3.07, tool_force, -1.79, -0.21, -0.14, actual_rep, 2, curr_step, 52, track_size, 84, robot_vel, 39.47, joints_pos, 23.36, 31.95, -0.42, -91.06, -2.44, 52.08, 77.44, tool_torque, -0.043, 0.686, -0.238, tool_momentum, -0.042, 0.685, -0.238, robot_mode, normal, 
05/04/2022 15:24:12:603, robot_pos_w_timestamp, 1649168561629, 515.42, 212.91, 337.37, 2.21, 0.06, 3.07, tool_force, -2.22, 0.69, 1.24, actual_rep, 2, curr_step, 55, track_size, 84, robot_vel, 24.61, joints_pos, 23.61, 31.81, -0.87, -91.07, -2.38, 52.19, 77.42, tool_torque, -0.047, 0.579, 0.025, tool_momentum, -0.059, 0.581, 0.027, robot_mode, normal, 
05/04/2022 15:24:12:762, robot_pos_w_timestamp, 1649168561784, 515.2, 212.52, 337.07, 2.21, 0.06, 3.07, tool_force, -0.33, 0.76, 0.07, actual_rep, 2, curr_step, 58, track_size, 84, robot_vel, 4.6, joints_pos, 23.57, 31.79, -0.89, -91.16, -2.22, 52.11, 77.34, tool_torque, 0.07, 0.049, 0.229, tool_momentum, 0.065, 0.033, 0.23, robot_mode, normal, 
05/04/2022 15:24:12:913, robot_pos_w_timestamp, 1649168561931, 515.43, 212.55, 336.86, 2.21, 0.06, 3.07, tool_force, -0.11, -0.4, 0.09, actual_rep, 2, curr_step, 60, track_size, 84, robot_vel, 4.71, joints_pos, 23.55, 31.84, -0.87, -91.11, -2.23, 52.12, 77.35, tool_torque, -0.105, 0.112, 0.155, tool_momentum, -0.106, 0.106, 0.156, robot_mode, normal, 
05/04/2022 15:24:13:055, robot_pos_w_timestamp, 1649168562077, 515.37, 212.7, 336.92, 2.21, 0.06, 3.07, tool_force, 0.45, 0.19, 0.19, actual_rep, 2, curr_step, 63, track_size, 84, robot_vel, 0.87, joints_pos, 23.54, 31.83, -0.84, -91.11, -2.25, 52.12, 77.36, tool_torque, -0.0060, 0.0, 0.155, tool_momentum, -0.0050, 0.0020, 0.154, robot_mode, normal, 
05/04/2022 15:24:13:208, robot_pos_w_timestamp, 1649168562225, 515.37, 212.65, 336.92, 2.21, 0.06, 3.07, tool_force, 0.13, 0.18, 0.15, actual_rep, 2, curr_step, 66, track_size, 84, robot_vel, 0.48, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.25, 52.12, 77.36, tool_torque, -0.0070, 0.055, 0.153, tool_momentum, -0.0070, 0.053, 0.153, robot_mode, normal, 
05/04/2022 15:24:13:358, robot_pos_w_timestamp, 1649168562375, 515.36, 212.66, 336.92, 2.21, 0.06, 3.07, tool_force, 0.06, 0.25, 0.21, actual_rep, 2, curr_step, 69, track_size, 84, robot_vel, 0.21, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.25, 52.12, 77.36, tool_torque, -0.0020, 0.063, 0.148, tool_momentum, -0.0010, 0.063, 0.148, robot_mode, normal, 
05/04/2022 15:24:13:511, robot_pos_w_timestamp, 1649168562524, 515.36, 212.66, 336.91, 2.21, 0.06, 3.07, tool_force, 0.07, 0.27, 0.22, actual_rep, 2, curr_step, 71, track_size, 84, robot_vel, 0.08, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.25, 52.12, 77.36, tool_torque, 0.0, 0.07, 0.143, tool_momentum, 0.0, 0.069, 0.144, robot_mode, normal, 
05/04/2022 15:24:13:659, robot_pos_w_timestamp, 1649168562673, 515.36, 212.66, 336.91, 2.21, 0.06, 3.07, tool_force, 0.05, 0.25, 0.2, actual_rep, 2, curr_step, 74, track_size, 84, robot_vel, 0.05, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.25, 52.12, 77.36, tool_torque, -0.0030, 0.078, 0.143, tool_momentum, -0.0040, 0.078, 0.143, robot_mode, normal, 
05/04/2022 15:24:13:809, robot_pos_w_timestamp, 1649168562821, 515.36, 212.66, 336.91, 2.21, 0.06, 3.07, tool_force, 0.06, 0.22, 0.18, actual_rep, 2, curr_step, 77, track_size, 84, robot_vel, 0.01, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.25, 52.12, 77.36, tool_torque, -0.0080, 0.078, 0.142, tool_momentum, -0.0080, 0.078, 0.142, robot_mode, normal, 
05/04/2022 15:24:13:963, robot_pos_w_timestamp, 1649168562971, 515.36, 212.66, 336.91, 2.21, 0.06, 3.07, tool_force, 0.06, 0.22, 0.16, actual_rep, 2, curr_step, 80, track_size, 84, robot_vel, 0.01, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.25, 52.12, 77.36, tool_torque, -0.0070, 0.076, 0.142, tool_momentum, -0.0070, 0.075, 0.142, robot_mode, normal, 
05/04/2022 15:24:14:111, robot_pos_w_timestamp, 1649168563121, 515.36, 212.66, 336.91, 2.21, 0.06, 3.07, tool_force, 0.07, 0.22, 0.16, actual_rep, 2, curr_step, 82, track_size, 84, robot_vel, 0.01, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.25, 52.12, 77.36, tool_torque, -0.0070, 0.074, 0.143, tool_momentum, -0.0080, 0.073, 0.143, robot_mode, normal, 
05/04/2022 15:24:14:264, robot_pos_w_timestamp, 1649168563269, 515.36, 212.66, 336.91, 2.21, 0.06, 3.07, tool_force, 0.07, 0.21, 0.16, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 0.01, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.25, 52.12, 77.36, tool_torque, -0.0070, 0.074, 0.142, tool_momentum, -0.0060, 0.074, 0.143, robot_mode, normal, 
05/04/2022 15:24:14:436, robot_pos_w_timestamp, 1649168563419, 515.36, 212.66, 336.91, 2.21, 0.06, 3.07, tool_force, 0.07, 0.22, 0.16, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 0.01, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.25, 52.12, 77.36, tool_torque, -0.0070, 0.073, 0.144, tool_momentum, -0.0070, 0.074, 0.144, robot_mode, normal, 
05/04/2022 15:24:14:562, robot_pos_w_timestamp, 1649168563569, 515.36, 212.66, 336.91, 2.21, 0.06, 3.07, tool_force, 0.08, 0.22, 0.17, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 0.0, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.25, 52.12, 77.36, tool_torque, -0.0060, 0.07, 0.146, tool_momentum, -0.0060, 0.07, 0.146, robot_mode, normal, 
05/04/2022 15:24:14:725, robot_pos_w_timestamp, 1649168563717, 515.36, 212.66, 336.91, 2.21, 0.06, 3.07, tool_force, 0.08, 0.22, 0.16, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 0.01, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.25, 52.12, 77.36, tool_torque, -0.0050, 0.071, 0.145, tool_momentum, -0.0050, 0.073, 0.145, robot_mode, normal, 
05/04/2022 15:24:14:864, robot_pos_w_timestamp, 1649168563866, 515.36, 212.66, 336.91, 2.21, 0.06, 3.07, tool_force, 0.07, 0.22, 0.17, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 0.0, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.25, 52.12, 77.36, tool_torque, -0.0060, 0.074, 0.146, tool_momentum, -0.0070, 0.074, 0.146, robot_mode, normal, 
05/04/2022 15:24:15:034, robot_pos_w_timestamp, 1649168564015, 515.36, 212.66, 336.91, 2.21, 0.06, 3.07, tool_force, 0.06, 0.22, 0.17, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 0.01, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.25, 52.12, 77.36, tool_torque, -0.0050, 0.072, 0.147, tool_momentum, -0.0050, 0.072, 0.147, robot_mode, normal, 
05/04/2022 15:24:15:166, robot_pos_w_timestamp, 1649168564166, 515.36, 212.67, 336.91, 2.21, 0.06, 3.07, tool_force, 0.07, 0.23, 0.17, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 0.05, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.25, 52.12, 77.36, tool_torque, -0.0050, 0.073, 0.147, tool_momentum, -0.0050, 0.073, 0.147, robot_mode, normal, 
05/04/2022 15:24:15:320, robot_pos_w_timestamp, 1649168564313, 515.36, 212.67, 336.92, 2.21, 0.06, 3.07, tool_force, 0.08, 0.22, 0.19, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 0.04, joints_pos, 23.54, 31.83, -0.85, -91.12, -2.25, 52.12, 77.36, tool_torque, -0.0060, 0.067, 0.147, tool_momentum, -0.0060, 0.068, 0.147, robot_mode, normal, 
05/04/2022 15:24:15:469, robot_pos_w_timestamp, 1649168564465, 515.36, 212.67, 336.92, 2.21, 0.06, 3.07, tool_force, 0.08, 0.21, 0.18, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 0.21, joints_pos, 23.55, 31.83, -0.85, -91.12, -2.25, 52.12, 77.36, tool_torque, -0.0080, 0.075, 0.148, tool_momentum, -0.0080, 0.076, 0.148, robot_mode, normal, 
05/04/2022 15:24:15:776, robot_pos_w_timestamp, 1649168564765, 515.32, 212.71, 337.03, 2.21, 0.06, 3.07, tool_force, 0.31, 0.38, 0.55, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 3.46, joints_pos, 23.55, 31.81, -0.84, -91.12, -2.24, 52.14, 77.36, tool_torque, -0.0090, 0.029, 0.166, tool_momentum, -0.012, 0.036, 0.165, robot_mode, normal, 
05/04/2022 15:24:15:922, robot_pos_w_timestamp, 1649168564913, 515.09, 212.93, 337.46, 2.21, 0.06, 3.07, tool_force, -0.41, 0.41, 0.54, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 10.82, joints_pos, 23.57, 31.77, -0.82, -91.13, -2.27, 52.16, 77.35, tool_torque, -0.019, 0.162, 0.173, tool_momentum, -0.015, 0.163, 0.173, robot_mode, normal, 
05/04/2022 15:24:16:074, robot_pos_w_timestamp, 1649168565063, 514.76, 214.25, 336.32, 2.21, 0.06, 3.07, tool_force, 0.31, 1.3, 0.4, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 16.55, joints_pos, 23.68, 31.88, -0.78, -91.13, -2.36, 52.04, 77.46, tool_torque, 0.227, 0.1, 0.079, tool_momentum, 0.222, 0.103, 0.079, robot_mode, normal, 
05/04/2022 15:24:16:225, robot_pos_w_timestamp, 1649168565211, 514.38, 215.5, 336.04, 2.22, 0.06, 3.07, tool_force, 0.16, -0.45, -0.4, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 6.64, joints_pos, 23.81, 31.92, -0.77, -91.12, -2.36, 52.03, 77.38, tool_torque, -0.044, 0.176, 0.147, tool_momentum, -0.044, 0.2, 0.142, robot_mode, normal, 
05/04/2022 15:24:16:381, robot_pos_w_timestamp, 1649168565364, 516.02, 210.23, 336.26, 2.21, 0.06, 3.07, tool_force, 0.23, 1.06, 0.35, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 37.73, joints_pos, 23.5, 31.85, -1.15, -91.2, -2.06, 52.04, 77.15, tool_torque, 0.131, 0.0030, 0.256, tool_momentum, 0.127, -0.016, 0.256, robot_mode, normal, 
05/04/2022 15:24:16:528, robot_pos_w_timestamp, 1649168565511, 518.17, 204.51, 335.94, 2.2, 0.06, 3.07, tool_force, 1.08, 0.92, 0.56, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 43.59, joints_pos, 22.95, 31.88, -1.25, -91.21, -1.97, 52.07, 76.76, tool_torque, 0.056, -0.192, 0.345, tool_momentum, 0.049, -0.185, 0.345, robot_mode, normal, 
05/04/2022 15:24:16:685, robot_pos_w_timestamp, 1649168565661, 520.89, 198.67, 334.73, 2.2, 0.06, 3.07, tool_force, 0.85, 0.21, 0.35, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 41.85, joints_pos, 22.25, 32.06, -1.22, -91.12, -1.95, 52.11, 76.12, tool_torque, -0.02, -0.305, 0.383, tool_momentum, -0.021, -0.31, 0.383, robot_mode, normal, 
05/04/2022 15:24:16:872, robot_pos_w_timestamp, 1649168565808, 524.11, 192.85, 332.37, 2.2, 0.06, 3.07, tool_force, 0.95, -0.2, -0.44, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 50.43, joints_pos, 21.54, 32.41, -1.18, -90.94, -1.95, 52.09, 75.43, tool_torque, 0.027, -0.338, 0.435, tool_momentum, 0.026, -0.354, 0.435, robot_mode, normal, 
05/04/2022 15:24:16:984, robot_pos_w_timestamp, 1649168565959, 528.34, 187.13, 328.51, 2.2, 0.06, 3.07, tool_force, 1.41, -0.19, -0.76, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 56.59, joints_pos, 20.83, 32.95, -1.17, -90.72, -1.95, 51.72, 74.74, tool_torque, 0.161, -0.334, 0.414, tool_momentum, 0.167, -0.325, 0.414, robot_mode, normal, 
05/04/2022 15:24:17:132, robot_pos_w_timestamp, 1649168566110, 533.18, 181.2, 323.61, 2.2, 0.06, 3.07, tool_force, 1.13, -0.07, -0.33, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 58.52, joints_pos, 20.1, 33.6, -1.18, -90.5, -1.98, 51.08, 74.29, tool_torque, 0.186, -0.271, 0.44, tool_momentum, 0.177, -0.275, 0.44, robot_mode, normal, 
05/04/2022 15:24:17:288, robot_pos_w_timestamp, 1649168566260, 538.35, 175.36, 318.24, 2.19, 0.06, 3.07, tool_force, 0.35, 0.23, 0.11, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 64.08, joints_pos, 19.39, 34.35, -1.21, -90.2, -2.04, 50.31, 73.99, tool_torque, 0.215, -0.082, 0.385, tool_momentum, 0.219, -0.106, 0.385, robot_mode, normal, 
05/04/2022 15:24:17:470, robot_pos_w_timestamp, 1649168566412, 544.18, 169.75, 312.75, 2.18, 0.07, 3.06, tool_force, 1.01, -0.21, -0.21, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 64.9, joints_pos, 18.72, 35.13, -1.26, -89.83, -2.09, 49.51, 73.87, tool_torque, 0.173, -0.048, 0.343, tool_momentum, 0.18, -0.047, 0.343, robot_mode, normal, 
05/04/2022 15:24:17:625, robot_pos_w_timestamp, 1649168566558, 549.94, 164.33, 307.2, 2.17, 0.07, 3.06, tool_force, 0.81, 0.13, -0.32, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 62.02, joints_pos, 18.09, 35.98, -1.32, -89.39, -2.17, 48.73, 73.76, tool_torque, 0.21, -0.06, 0.353, tool_momentum, 0.198, -0.059, 0.352, robot_mode, normal, 
05/04/2022 15:24:17:798, robot_pos_w_timestamp, 1649168566709, 555.72, 159.18, 301.3, 2.16, 0.07, 3.05, tool_force, 0.68, 0.09, -0.32, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 62.38, joints_pos, 17.52, 36.88, -1.41, -88.86, -2.24, 48.11, 73.68, tool_torque, 0.181, -0.012, 0.342, tool_momentum, 0.176, -0.019, 0.342, robot_mode, normal, 
05/04/2022 15:24:17:900, robot_pos_w_timestamp, 1649168566854, 561.16, 154.51, 295.62, 2.16, 0.08, 3.05, tool_force, 0.76, 0.03, -0.13, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 64.31, joints_pos, 17.05, 37.8, -1.56, -88.28, -2.31, 47.65, 73.66, tool_torque, 0.199, -0.028, 0.323, tool_momentum, 0.203, -0.033, 0.323, robot_mode, normal, 
05/04/2022 15:24:18:052, robot_pos_w_timestamp, 1649168567006, 566.59, 150.25, 289.83, 2.15, 0.08, 3.05, tool_force, 0.41, -0.01, 0.13, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 63.55, joints_pos, 16.67, 38.75, -1.75, -87.64, -2.35, 47.3, 73.66, tool_torque, 0.206, 0.042, 0.293, tool_momentum, 0.206, 0.029, 0.294, robot_mode, normal, 
05/04/2022 15:24:18:201, robot_pos_w_timestamp, 1649168567156, 571.85, 146.63, 284.02, 2.14, 0.08, 3.05, tool_force, 0.46, -0.08, -0.75, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 52.89, joints_pos, 16.37, 39.72, -1.97, -86.93, -2.36, 47.02, 73.66, tool_torque, 0.158, 0.093, 0.274, tool_momentum, 0.156, 0.091, 0.274, robot_mode, normal, 
05/04/2022 15:24:18:345, robot_pos_w_timestamp, 1649168567307, 576.88, 143.59, 278.16, 2.13, 0.09, 3.05, tool_force, 0.59, -0.13, -0.36, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 59.51, joints_pos, 16.15, 40.73, -2.2, -86.19, -2.38, 46.78, 73.66, tool_torque, 0.147, 0.108, 0.232, tool_momentum, 0.15, 0.103, 0.232, robot_mode, normal, 
05/04/2022 15:24:18:505, robot_pos_w_timestamp, 1649168567456, 581.94, 141.07, 272.36, 2.13, 0.09, 3.05, tool_force, 0.89, 0.12, -0.34, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 54.03, joints_pos, 15.99, 41.72, -2.44, -85.42, -2.39, 46.6, 73.69, tool_torque, 0.137, 0.092, 0.136, tool_momentum, 0.142, 0.101, 0.133, robot_mode, normal, 
05/04/2022 15:24:18:652, robot_pos_w_timestamp, 1649168567608, 586.94, 139.06, 266.47, 2.12, 0.09, 3.06, tool_force, 0.38, 0.28, -0.17, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 51.29, joints_pos, 15.88, 42.76, -2.69, -84.57, -2.38, 46.46, 73.82, tool_torque, 0.16, 0.141, 0.041, tool_momentum, 0.147, 0.141, 0.041, robot_mode, normal, 
05/04/2022 15:24:18:807, robot_pos_w_timestamp, 1649168567754, 591.83, 137.71, 260.68, 2.11, 0.09, 3.06, tool_force, -0.17, -0.17, -0.33, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 53.19, joints_pos, 15.83, 43.79, -2.94, -83.69, -2.32, 46.35, 74.02, tool_torque, 0.065, 0.25, -0.04, tool_momentum, 0.071, 0.242, -0.04, robot_mode, normal, 
05/04/2022 15:24:18:953, robot_pos_w_timestamp, 1649168567906, 596.6, 137.09, 254.82, 2.11, 0.1, 3.06, tool_force, -0.28, -0.15, 0.04, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 54.1, joints_pos, 15.83, 44.84, -3.16, -82.8, -2.28, 46.27, 74.3, tool_torque, 0.114, 0.343, -0.092, tool_momentum, 0.126, 0.337, -0.091, robot_mode, normal, 
05/04/2022 15:24:19:104, robot_pos_w_timestamp, 1649168568057, 601.13, 137.32, 248.96, 2.1, 0.1, 3.06, tool_force, -0.21, 0.02, -0.42, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 50.98, joints_pos, 15.84, 45.9, -3.28, -81.86, -2.28, 46.23, 74.64, tool_torque, 0.084, 0.319, -0.113, tool_momentum, 0.078, 0.313, -0.113, robot_mode, normal, 
05/04/2022 15:24:19:260, robot_pos_w_timestamp, 1649168568205, 605.44, 138.63, 243.22, 2.09, 0.1, 3.06, tool_force, -0.34, -0.09, -0.1, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 46.44, joints_pos, 15.93, 46.94, -3.38, -80.92, -2.29, 46.21, 75.03, tool_torque, 0.082, 0.425, -0.15, tool_momentum, 0.102, 0.42, -0.15, robot_mode, normal, 
05/04/2022 15:24:19:412, robot_pos_w_timestamp, 1649168568356, 609.61, 141.12, 237.33, 2.09, 0.1, 3.06, tool_force, -0.28, -0.06, -0.23, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 51.97, joints_pos, 16.08, 48.01, -3.41, -79.92, -2.35, 46.2, 75.49, tool_torque, 0.038, 0.482, -0.158, tool_momentum, 0.025, 0.522, -0.166, robot_mode, normal, 
05/04/2022 15:24:19:567, robot_pos_w_timestamp, 1649168568507, 613.5, 144.46, 231.45, 2.09, 0.1, 3.06, tool_force, -0.45, -0.01, 0.16, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 53.5, joints_pos, 16.29, 49.08, -3.42, -78.91, -2.42, 46.19, 76.0, tool_torque, -0.012, 0.589, -0.189, tool_momentum, -0.019, 0.603, -0.189, robot_mode, normal, 
05/04/2022 15:24:19:709, robot_pos_w_timestamp, 1649168568656, 617.24, 148.64, 225.68, 2.08, 0.1, 3.06, tool_force, -0.94, -0.3, 0.13, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 50.39, joints_pos, 16.57, 50.13, -3.42, -77.88, -2.53, 46.19, 76.67, tool_torque, -0.013, 0.696, -0.234, tool_momentum, -0.0080, 0.703, -0.236, robot_mode, normal, 
05/04/2022 15:24:20:023, robot_pos_w_timestamp, 1649168568954, 623.61, 159.54, 215.1, 2.07, 0.1, 3.06, tool_force, -0.85, -0.82, -0.21, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 52.05, joints_pos, 17.47, 52.12, -3.56, -75.88, -2.63, 46.22, 78.22, tool_torque, -0.208, 0.793, -0.321, tool_momentum, -0.198, 0.785, -0.32, robot_mode, normal, 
05/04/2022 15:24:20:181, robot_pos_w_timestamp, 1649168569116, 625.62, 165.74, 211.27, 2.07, 0.1, 3.06, tool_force, -0.9, -0.57, 0.27, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 43.29, joints_pos, 18.01, 52.86, -3.66, -75.1, -2.63, 46.23, 78.83, tool_torque, -0.179, 0.742, -0.316, tool_momentum, -0.18, 0.744, -0.316, robot_mode, normal, 
05/04/2022 15:24:20:330, robot_pos_w_timestamp, 1649168569269, 627.01, 171.74, 208.49, 2.07, 0.11, 3.06, tool_force, -1.48, -0.87, -0.16, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 44.21, joints_pos, 18.49, 53.43, -3.7, -74.45, -2.6, 46.23, 79.26, tool_torque, -0.209, 0.86, -0.346, tool_momentum, -0.208, 0.854, -0.346, robot_mode, normal, 
05/04/2022 15:24:20:482, robot_pos_w_timestamp, 1649168569419, 628.21, 177.51, 206.28, 2.07, 0.11, 3.06, tool_force, -0.83, -0.48, 0.31, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 40.57, joints_pos, 18.96, 53.94, -3.71, -73.84, -2.6, 46.23, 79.64, tool_torque, -0.145, 0.71, -0.311, tool_momentum, -0.152, 0.707, -0.31, robot_mode, normal, 
05/04/2022 15:24:20:659, robot_pos_w_timestamp, 1649168569590, 629.31, 184.13, 204.23, 2.08, 0.11, 3.05, tool_force, -1.39, -0.56, 0.48, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 38.89, joints_pos, 19.48, 54.43, -3.73, -73.22, -2.59, 46.23, 79.96, tool_torque, -0.149, 0.868, -0.324, tool_momentum, -0.149, 0.857, -0.324, robot_mode, normal, 
05/04/2022 15:24:20:800, robot_pos_w_timestamp, 1649168569735, 630.13, 189.72, 202.96, 2.08, 0.11, 3.05, tool_force, -0.79, -0.56, 0.12, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 39.4, joints_pos, 19.92, 54.79, -3.73, -72.72, -2.58, 46.23, 80.18, tool_torque, -0.141, 0.673, -0.274, tool_momentum, -0.132, 0.676, -0.275, robot_mode, normal, 
05/04/2022 15:24:20:961, robot_pos_w_timestamp, 1649168569887, 630.92, 195.58, 201.77, 2.09, 0.11, 3.05, tool_force, -0.78, -0.97, 0.02, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 45.4, joints_pos, 20.37, 55.16, -3.73, -72.19, -2.59, 46.23, 80.33, tool_torque, -0.216, 0.675, -0.28, tool_momentum, -0.211, 0.681, -0.281, robot_mode, normal, 
05/04/2022 15:24:21:154, robot_pos_w_timestamp, 1649168570037, 631.51, 201.34, 200.76, 2.09, 0.11, 3.04, tool_force, -0.82, -0.38, 0.5, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 36.93, joints_pos, 20.8, 55.49, -3.72, -71.72, -2.58, 46.23, 80.38, tool_torque, -0.124, 0.633, -0.258, tool_momentum, -0.126, 0.63, -0.258, robot_mode, normal, 
05/04/2022 15:24:21:255, robot_pos_w_timestamp, 1649168570189, 631.86, 207.25, 199.96, 2.1, 0.11, 3.04, tool_force, -0.9, -0.51, 0.12, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 40.35, joints_pos, 21.25, 55.78, -3.71, -71.27, -2.57, 46.24, 80.41, tool_torque, -0.138, 0.602, -0.241, tool_momentum, -0.141, 0.611, -0.243, robot_mode, normal, 
05/04/2022 15:24:21:416, robot_pos_w_timestamp, 1649168570340, 632.06, 213.09, 199.17, 2.11, 0.11, 3.04, tool_force, -0.67, -0.69, 0.19, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 39.07, joints_pos, 21.7, 56.07, -3.69, -70.83, -2.54, 46.24, 80.43, tool_torque, -0.155, 0.522, -0.198, tool_momentum, -0.161, 0.537, -0.2, robot_mode, normal, 
05/04/2022 15:24:21:564, robot_pos_w_timestamp, 1649168570490, 632.06, 218.84, 198.56, 2.11, 0.11, 3.04, tool_force, -0.97, -0.91, -0.23, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 38.92, joints_pos, 22.12, 56.31, -3.66, -70.45, -2.51, 46.24, 80.43, tool_torque, -0.152, 0.539, -0.172, tool_momentum, -0.154, 0.525, -0.171, robot_mode, normal, 
05/04/2022 15:24:21:714, robot_pos_w_timestamp, 1649168570640, 631.86, 224.77, 197.85, 2.12, 0.11, 3.03, tool_force, -0.4, -0.52, 0.07, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 41.47, joints_pos, 22.55, 56.56, -3.59, -70.07, -2.49, 46.24, 80.43, tool_torque, -0.099, 0.381, -0.105, tool_momentum, -0.099, 0.379, -0.104, robot_mode, normal, 
05/04/2022 15:24:21:874, robot_pos_w_timestamp, 1649168570800, 631.53, 230.85, 197.12, 2.13, 0.11, 3.03, tool_force, -0.9, -0.73, 0.06, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 38.46, joints_pos, 22.99, 56.8, -3.54, -69.7, -2.45, 46.24, 80.42, tool_torque, -0.111, 0.416, -0.061, tool_momentum, -0.116, 0.385, -0.056, robot_mode, normal, 
