05/04/2022 15:37:14: File Created!
05/04/2022 15:37:14:174, robot_pos_w_timestamp, 1649169343288, 580.88, 303.88, 199.95, 2.3, 0.03, 3.02, tool_force, -0.44, -0.26, 0.01, actual_rep, 1, curr_step, 1, track_size, 84, robot_vel, 0.02, joints_pos, 26.76, 54.5, 1.44, -73.72, -1.75, 44.67, 76.71, tool_torque, 0.073, 0.265, 0.033, tool_momentum, 0.073, 0.265, 0.033, robot_mode, normal, 
05/04/2022 15:41:19:587, robot_pos_w_timestamp, 1649169587730, 580.52, 181.32, 235.23, 2.16, 0.06, 3.11, tool_force, 0.5, 0.62, 0.29, actual_rep, 10, curr_step, 20, track_size, 84, robot_vel, 9.89, joints_pos, 19.26, 46.87, -2.04, -82.32, -1.73, 48.04, 74.99, tool_torque, 0.15, -0.269, 0.408, tool_momentum, 0.155, -0.264, 0.407, robot_mode, rotation_overlay, 
05/04/2022 15:41:19:694, robot_pos_w_timestamp, 1649169587883, 579.95, 180.19, 235.94, 2.25, 0.06, 3.11, tool_force, 0.67, 1.18, 0.24, actual_rep, 10, curr_step, 20, track_size, 84, robot_vel, 9.96, joints_pos, 18.96, 46.68, -1.74, -82.53, -1.87, 47.94, 69.64, tool_torque, 0.297, -0.28, 0.45, tool_momentum, 0.297, -0.279, 0.45, robot_mode, rotation_overlay, 
05/04/2022 15:41:19:889, robot_pos_w_timestamp, 1649169588038, 579.41, 178.8, 236.67, 2.35, 0.06, 3.12, tool_force, 0.51, 1.09, 0.19, actual_rep, 10, curr_step, 21, track_size, 84, robot_vel, 10.37, joints_pos, 18.61, 46.49, -1.43, -82.76, -1.96, 47.83, 64.35, tool_torque, 0.298, -0.198, 0.446, tool_momentum, 0.302, -0.203, 0.448, robot_mode, rotation_overlay, 
05/04/2022 15:41:19:974, robot_pos_w_timestamp, 1649169588191, 578.85, 177.6, 237.39, 2.4, 0.06, 3.12, tool_force, 0.32, 1.05, 0.27, actual_rep, 10, curr_step, 21, track_size, 84, robot_vel, 10.06, joints_pos, 18.46, 46.32, -1.33, -82.95, -2.06, 47.81, 61.21, tool_torque, 0.29, -0.128, 0.429, tool_momentum, 0.273, -0.112, 0.428, robot_mode, rotation_overlay, 
05/04/2022 15:41:20:192, robot_pos_w_timestamp, 1649169588347, 578.22, 176.29, 238.04, 2.42, 0.06, 3.12, tool_force, -0.12, 1.02, 0.54, actual_rep, 10, curr_step, 21, track_size, 84, robot_vel, 10.66, joints_pos, 18.44, 46.17, -1.42, -83.12, -2.12, 47.86, 59.93, tool_torque, 0.134, 0.0050, 0.374, tool_momentum, 0.134, 0.0010, 0.374, robot_mode, rotation_overlay, 
05/04/2022 15:41:20:241, robot_pos_w_timestamp, 1649169588483, 577.95, 176.13, 238.03, 2.43, 0.07, 3.12, tool_force, 0.15, 0.29, -0.82, actual_rep, 10, curr_step, 21, track_size, 84, robot_vel, 4.27, joints_pos, 18.45, 46.15, -1.44, -83.18, -2.14, 47.85, 59.9, tool_torque, 0.037, 0.055, 0.233, tool_momentum, 0.031, 0.067, 0.233, robot_mode, rotation_overlay, 
05/04/2022 15:41:20:494, robot_pos_w_timestamp, 1649169588636, 577.82, 174.95, 237.96, 2.4, 0.06, 3.12, tool_force, -0.54, 0.61, 0.4, actual_rep, 10, curr_step, 21, track_size, 84, robot_vel, 11.61, joints_pos, 18.33, 46.1, -1.49, -83.28, -1.79, 47.79, 61.1, tool_torque, 0.035, 0.234, -0.074, tool_momentum, 0.035, 0.232, -0.073, robot_mode, rotation_overlay, 
05/04/2022 15:41:20:511, robot_pos_w_timestamp, 1649169588787, 577.08, 173.79, 238.77, 2.34, 0.06, 3.12, tool_force, -0.66, 0.77, 0.51, actual_rep, 10, curr_step, 21, track_size, 84, robot_vel, 11.09, joints_pos, 18.35, 45.91, -1.64, -83.49, -1.64, 47.78, 64.4, tool_torque, 0.033, 0.337, -0.087, tool_momentum, 0.032, 0.341, -0.087, robot_mode, rotation_overlay, 
05/04/2022 15:41:20:786, robot_pos_w_timestamp, 1649169588942, 576.38, 172.63, 239.45, 2.25, 0.06, 3.11, tool_force, -0.72, 0.28, 0.3, actual_rep, 10, curr_step, 21, track_size, 84, robot_vel, 10.33, joints_pos, 18.44, 45.77, -1.88, -83.65, -1.51, 47.89, 69.66, tool_torque, -0.109, 0.411, -0.109, tool_momentum, -0.103, 0.398, -0.109, robot_mode, rotation_overlay, 
05/04/2022 15:41:20:964, robot_pos_w_timestamp, 1649169589127, 575.59, 171.3, 240.37, 2.14, 0.06, 3.11, tool_force, -0.6, 0.39, 0.36, actual_rep, 10, curr_step, 22, track_size, 84, robot_vel, 8.51, joints_pos, 18.51, 45.59, -2.08, -83.82, -1.48, 48.01, 75.33, tool_torque, -0.126, 0.467, -0.182, tool_momentum, -0.121, 0.475, -0.182, robot_mode, rotation_overlay, 
05/04/2022 15:41:21:056, robot_pos_w_timestamp, 1649169589255, 575.05, 170.39, 241.01, 2.1, 0.05, 3.11, tool_force, -0.44, 0.57, 0.32, actual_rep, 10, curr_step, 22, track_size, 84, robot_vel, 9.78, joints_pos, 18.45, 45.45, -2.09, -83.97, -1.46, 48.02, 77.53, tool_torque, -0.0050, 0.379, -0.191, tool_momentum, -0.0030, 0.377, -0.191, robot_mode, rotation_overlay, 
05/04/2022 15:41:21:215, robot_pos_w_timestamp, 1649169589407, 574.45, 169.29, 241.75, 2.08, 0.05, 3.11, tool_force, -0.24, 0.79, 0.11, actual_rep, 10, curr_step, 22, track_size, 84, robot_vel, 9.37, joints_pos, 18.31, 45.26, -2.03, -84.19, -1.42, 47.9, 78.37, tool_torque, 0.156, 0.136, -0.093, tool_momentum, 0.156, 0.133, -0.093, robot_mode, rotation_overlay, 
05/04/2022 15:41:21:327, robot_pos_w_timestamp, 1649169589543, 574.09, 169.08, 241.5, 2.08, 0.05, 3.11, tool_force, -0.03, 0.32, -0.65, actual_rep, 10, curr_step, 22, track_size, 84, robot_vel, 4.31, joints_pos, 18.24, 45.24, -1.96, -84.29, -1.42, 47.81, 78.38, tool_torque, 0.14, 0.029, 0.038, tool_momentum, 0.132, 0.057, 0.041, robot_mode, normal, 
05/04/2022 15:41:21:517, robot_pos_w_timestamp, 1649169589688, 573.69, 167.94, 241.91, 2.1, 0.05, 3.11, tool_force, 0.84, 0.97, 0.52, actual_rep, 10, curr_step, 22, track_size, 84, robot_vel, 13.51, joints_pos, 18.2, 45.15, -1.99, -84.38, -1.55, 47.93, 77.17, tool_torque, 0.116, -0.153, 0.323, tool_momentum, 0.113, -0.15, 0.323, robot_mode, normal, 
05/04/2022 15:41:21:623, robot_pos_w_timestamp, 1649169589840, 572.64, 166.61, 242.99, 2.16, 0.06, 3.11, tool_force, 0.66, 1.19, 0.22, actual_rep, 10, curr_step, 22, track_size, 84, robot_vel, 12.29, joints_pos, 17.98, 44.88, -1.82, -84.69, -1.66, 47.86, 73.94, tool_torque, 0.245, -0.247, 0.412, tool_momentum, 0.24, -0.237, 0.409, robot_mode, normal, 
05/04/2022 15:41:21:824, robot_pos_w_timestamp, 1649169589992, 571.0, 164.14, 244.68, 2.22, 0.05, 3.12, tool_force, 0.71, 2.26, 1.14, actual_rep, 10, curr_step, 23, track_size, 84, robot_vel, 39.16, joints_pos, 17.61, 44.48, -1.59, -85.13, -1.72, 47.91, 70.18, tool_torque, 0.368, -0.346, 0.448, tool_momentum, 0.368, -0.372, 0.448, robot_mode, normal, 
05/04/2022 15:41:21:923, robot_pos_w_timestamp, 1649169590144, 567.11, 159.43, 248.64, 2.26, 0.05, 3.12, tool_force, 0.86, 0.46, -0.39, actual_rep, 10, curr_step, 24, track_size, 84, robot_vel, 45.48, joints_pos, 17.14, 43.53, -1.42, -86.16, -1.71, 47.82, 67.85, tool_torque, 0.205, -0.336, 0.452, tool_momentum, 0.199, -0.343, 0.453, robot_mode, normal, 
05/04/2022 15:41:22:125, robot_pos_w_timestamp, 1649169590302, 561.23, 153.55, 254.96, 2.26, 0.05, 3.12, tool_force, 0.92, 0.98, 0.12, actual_rep, 10, curr_step, 25, track_size, 84, robot_vel, 73.52, joints_pos, 16.69, 42.18, -1.35, -87.54, -1.61, 47.92, 67.04, tool_torque, 0.205, -0.302, 0.399, tool_momentum, 0.211, -0.285, 0.4, robot_mode, normal, 
05/04/2022 15:41:22:312, robot_pos_w_timestamp, 1649169590446, 556.05, 149.82, 260.16, 2.26, 0.05, 3.12, tool_force, -0.41, 1.75, 0.91, actual_rep, 10, curr_step, 26, track_size, 84, robot_vel, 55.85, joints_pos, 16.36, 41.05, -1.22, -88.68, -1.56, 47.88, 66.67, tool_torque, 0.333, -0.224, 0.413, tool_momentum, 0.328, -0.236, 0.413, robot_mode, normal, 
05/04/2022 15:41:22:413, robot_pos_w_timestamp, 1649169590597, 550.98, 146.72, 265.84, 2.27, 0.05, 3.12, tool_force, 0.39, 0.21, -0.08, actual_rep, 10, curr_step, 27, track_size, 84, robot_vel, 51.63, joints_pos, 16.04, 39.92, -1.03, -89.71, -1.55, 48.02, 66.38, tool_torque, 0.091, -0.319, 0.406, tool_momentum, 0.111, -0.327, 0.406, robot_mode, normal, 
05/04/2022 15:41:22:615, robot_pos_w_timestamp, 1649169590750, 546.22, 144.4, 271.77, 2.27, 0.04, 3.12, tool_force, 0.54, 0.58, 0.08, actual_rep, 10, curr_step, 28, track_size, 84, robot_vel, 48.8, joints_pos, 15.77, 38.79, -0.82, -90.65, -1.55, 48.15, 66.14, tool_torque, 0.099, -0.367, 0.399, tool_momentum, 0.098, -0.36, 0.398, robot_mode, normal, 
05/04/2022 15:41:22:681, robot_pos_w_timestamp, 1649169590904, 541.84, 142.72, 277.5, 2.27, 0.04, 3.11, tool_force, 0.47, 0.86, 0.41, actual_rep, 10, curr_step, 29, track_size, 84, robot_vel, 53.18, joints_pos, 15.57, 37.71, -0.64, -91.49, -1.56, 48.38, 65.97, tool_torque, 0.062, -0.327, 0.388, tool_momentum, 0.063, -0.315, 0.388, robot_mode, normal, 
05/04/2022 15:41:22:914, robot_pos_w_timestamp, 1649169591052, 537.56, 141.62, 283.22, 2.27, 0.04, 3.11, tool_force, 0.86, 1.1, 0.42, actual_rep, 10, curr_step, 30, track_size, 84, robot_vel, 47.94, joints_pos, 15.45, 36.74, -0.49, -92.2, -1.6, 48.64, 65.87, tool_torque, 0.142, -0.42, 0.41, tool_momentum, 0.145, -0.418, 0.41, robot_mode, normal, 
05/04/2022 15:41:22:954, robot_pos_w_timestamp, 1649169591203, 533.31, 141.09, 288.96, 2.27, 0.04, 3.11, tool_force, 0.24, 0.88, 0.52, actual_rep, 10, curr_step, 30, track_size, 84, robot_vel, 45.23, joints_pos, 15.38, 35.77, -0.32, -92.87, -1.61, 49.0, 65.83, tool_torque, 0.118, -0.284, 0.384, tool_momentum, 0.135, -0.285, 0.384, robot_mode, normal, 
05/04/2022 15:41:23:218, robot_pos_w_timestamp, 1649169591354, 529.76, 140.43, 293.26, 2.28, 0.04, 3.11, tool_force, 1.31, -0.02, -1.35, actual_rep, 10, curr_step, 31, track_size, 84, robot_vel, 24.07, joints_pos, 15.33, 34.98, -0.23, -93.45, -1.62, 49.13, 65.76, tool_torque, 0.12, -0.454, 0.413, tool_momentum, 0.107, -0.457, 0.412, robot_mode, sine_overlay, 
05/04/2022 15:41:23:233, robot_pos_w_timestamp, 1649169591488, 529.74, 140.59, 292.05, 2.28, 0.04, 3.11, tool_force, 1.09, -0.64, 0.15, actual_rep, 10, curr_step, 31, track_size, 84, robot_vel, 7.16, joints_pos, 15.32, 35.1, -0.19, -93.45, -1.62, 49.06, 65.76, tool_torque, 0.078, -0.232, 0.303, tool_momentum, 0.071, -0.221, 0.301, robot_mode, sine_overlay, 
05/04/2022 15:41:23:493, robot_pos_w_timestamp, 1649169591638, 529.13, 143.16, 297.35, 2.28, 0.04, 3.11, tool_force, -0.1, 0.53, 0.75, actual_rep, 10, curr_step, 31, track_size, 84, robot_vel, 55.68, joints_pos, 15.39, 34.62, 0.05, -93.3, -1.61, 49.68, 65.88, tool_torque, -0.034, 0.0020, 0.119, tool_momentum, -0.0010, 0.011, 0.117, robot_mode, sine_overlay, 
05/04/2022 15:41:23:642, robot_pos_w_timestamp, 1649169591792, 527.55, 143.55, 299.38, 2.28, 0.04, 3.11, tool_force, -1.06, 0.7, 1.25, actual_rep, 10, curr_step, 32, track_size, 84, robot_vel, 10.03, joints_pos, 15.44, 34.33, 0.08, -93.46, -1.63, 49.96, 65.9, tool_torque, -0.043, 0.219, 0.101, tool_momentum, -0.043, 0.219, 0.101, robot_mode, sine_overlay, 
05/04/2022 15:41:23:761, robot_pos_w_timestamp, 1649169591943, 523.27, 142.05, 303.61, 2.28, 0.04, 3.12, tool_force, -0.38, 1.03, 1.08, actual_rep, 10, curr_step, 33, track_size, 84, robot_vel, 53.31, joints_pos, 15.41, 33.48, 0.1, -94.13, -1.73, 50.43, 65.87, tool_torque, 0.065, -0.043, 0.245, tool_momentum, 0.07, -0.049, 0.246, robot_mode, sine_overlay, 
05/04/2022 15:41:23:942, robot_pos_w_timestamp, 1649169592097, 515.9, 138.76, 305.44, 2.28, 0.04, 3.12, tool_force, -0.65, 1.99, 1.47, actual_rep, 10, curr_step, 33, track_size, 84, robot_vel, 56.02, joints_pos, 15.27, 32.38, 0.12, -95.64, -1.77, 49.86, 65.65, tool_torque, 0.397, -0.015, 0.38, tool_momentum, 0.371, -0.023, 0.38, robot_mode, sine_overlay, 
05/04/2022 15:41:24:044, robot_pos_w_timestamp, 1649169592248, 512.71, 140.46, 312.25, 2.29, 0.04, 3.11, tool_force, 0.98, -0.54, -1.37, actual_rep, 10, curr_step, 34, track_size, 84, robot_vel, 41.8, joints_pos, 15.25, 31.43, 0.45, -95.99, -1.7, 50.16, 65.64, tool_torque, -0.047, -0.343, 0.312, tool_momentum, -0.06, -0.346, 0.312, robot_mode, sine_overlay, 
05/04/2022 15:41:24:247, robot_pos_w_timestamp, 1649169592400, 513.31, 145.5, 316.42, 2.29, 0.03, 3.11, tool_force, -0.42, -0.94, 0.54, actual_rep, 10, curr_step, 35, track_size, 84, robot_vel, 56.13, joints_pos, 15.45, 31.31, 0.8, -95.43, -1.7, 50.92, 65.85, tool_torque, -0.267, 0.096, 0.022, tool_momentum, -0.274, 0.103, 0.022, robot_mode, sine_overlay, 
05/04/2022 15:41:24:348, robot_pos_w_timestamp, 1649169592551, 512.62, 150.41, 322.01, 2.3, 0.03, 3.12, tool_force, -1.72, 0.8, 1.53, actual_rep, 10, curr_step, 35, track_size, 84, robot_vel, 43.92, joints_pos, 15.86, 31.05, 0.95, -94.89, -1.84, 52.25, 66.2, tool_torque, -0.166, 0.386, -0.052, tool_momentum, -0.173, 0.383, -0.052, robot_mode, sine_overlay, 
05/04/2022 15:41:24:549, robot_pos_w_timestamp, 1649169592704, 509.85, 147.85, 321.18, 2.29, 0.03, 3.12, tool_force, -1.6, 1.12, 0.8, actual_rep, 10, curr_step, 36, track_size, 84, robot_vel, 40.91, joints_pos, 15.93, 30.78, 0.67, -95.49, -1.9, 52.12, 66.17, tool_torque, 0.043, 0.361, 0.115, tool_momentum, 0.04, 0.342, 0.119, robot_mode, sine_overlay, 
05/04/2022 15:41:24:729, robot_pos_w_timestamp, 1649169592856, 502.96, 146.88, 324.15, 2.3, 0.03, 3.13, tool_force, 0.52, 0.82, 0.35, actual_rep, 10, curr_step, 36, track_size, 84, robot_vel, 59.48, joints_pos, 15.84, 29.74, 0.91, -96.61, -1.84, 52.26, 65.85, tool_torque, 0.148, -0.247, 0.357, tool_momentum, 0.15, -0.241, 0.354, robot_mode, sine_overlay, 
05/04/2022 15:41:24:845, robot_pos_w_timestamp, 1649169593009, 498.58, 149.3, 328.0, 2.3, 0.03, 3.12, tool_force, -1.51, 0.73, 0.84, actual_rep, 10, curr_step, 37, track_size, 84, robot_vel, 33.26, joints_pos, 15.96, 28.96, 1.2, -97.22, -1.81, 52.07, 66.07, tool_torque, 0.014, 0.399, 0.011, tool_momentum, 0.0010, 0.41, 0.0080, robot_mode, sine_overlay, 
05/04/2022 15:41:25:031, robot_pos_w_timestamp, 1649169593139, 499.09, 149.78, 326.78, 2.3, 0.03, 3.12, tool_force, -0.58, 0.78, 0.9, actual_rep, 10, curr_step, 37, track_size, 84, robot_vel, 11.39, joints_pos, 16.01, 29.15, 1.18, -97.13, -1.82, 52.04, 66.11, tool_torque, 0.063, 0.186, 0.074, tool_momentum, 0.057, 0.189, 0.074, robot_mode, normal, 
05/04/2022 15:41:25:118, robot_pos_w_timestamp, 1649169593291, 497.02, 152.61, 332.93, 2.31, 0.03, 3.12, tool_force, 0.32, -1.68, -1.07, actual_rep, 10, curr_step, 38, track_size, 84, robot_vel, 54.04, joints_pos, 16.2, 28.47, 1.42, -97.09, -1.88, 52.77, 66.09, tool_torque, -0.334, 0.054, 0.129, tool_momentum, -0.328, 0.07, 0.129, robot_mode, normal, 
05/04/2022 15:41:25:331, robot_pos_w_timestamp, 1649169593443, 492.38, 157.96, 338.05, 2.32, 0.03, 3.12, tool_force, -1.58, 1.03, 0.53, actual_rep, 10, curr_step, 39, track_size, 84, robot_vel, 61.68, joints_pos, 16.6, 27.66, 1.77, -97.5, -1.9, 52.91, 66.35, tool_torque, -0.126, 0.325, -0.038, tool_momentum, -0.129, 0.334, -0.038, robot_mode, normal, 
05/04/2022 15:41:25:387, robot_pos_w_timestamp, 1649169593599, 488.07, 163.83, 342.37, 2.33, 0.03, 3.11, tool_force, -0.91, -0.26, 0.03, actual_rep, 10, curr_step, 40, track_size, 84, robot_vel, 52.22, joints_pos, 17.2, 26.96, 1.96, -97.85, -1.91, 52.95, 66.79, tool_torque, -0.22, 0.217, -0.053, tool_momentum, -0.236, 0.227, -0.055, robot_mode, normal, 
05/04/2022 15:41:25:636, robot_pos_w_timestamp, 1649169593750, 484.19, 169.67, 346.15, 2.33, 0.03, 3.1, tool_force, -1.45, 0.65, 0.76, actual_rep, 10, curr_step, 41, track_size, 84, robot_vel, 54.69, joints_pos, 17.83, 26.35, 2.11, -98.12, -1.87, 52.97, 67.3, tool_torque, -0.063, 0.286, -0.069, tool_momentum, -0.061, 0.285, -0.069, robot_mode, normal, 
05/04/2022 15:41:25:662, robot_pos_w_timestamp, 1649169593903, 480.66, 175.44, 349.31, 2.33, 0.03, 3.1, tool_force, -1.44, 0.42, 0.2, actual_rep, 10, curr_step, 42, track_size, 84, robot_vel, 49.11, joints_pos, 18.4, 25.88, 2.27, -98.33, -1.84, 52.97, 67.84, tool_torque, -0.076, 0.276, -0.051, tool_momentum, -0.078, 0.3, -0.052, robot_mode, normal, 
05/04/2022 15:41:25:931, robot_pos_w_timestamp, 1649169594054, 477.27, 181.24, 352.11, 2.33, 0.03, 3.09, tool_force, -1.01, 0.07, 0.09, actual_rep, 10, curr_step, 43, track_size, 84, robot_vel, 49.39, joints_pos, 18.98, 25.45, 2.47, -98.5, -1.84, 52.97, 68.53, tool_torque, -0.099, 0.223, -0.015, tool_momentum, -0.103, 0.228, -0.015, robot_mode, normal, 
05/04/2022 15:41:26:066, robot_pos_w_timestamp, 1649169594206, 474.1, 187.01, 354.4, 2.33, 0.03, 3.09, tool_force, -1.14, 0.53, 0.2, actual_rep, 10, curr_step, 44, track_size, 84, robot_vel, 53.16, joints_pos, 19.54, 25.11, 2.65, -98.63, -1.84, 52.97, 69.29, tool_torque, -0.075, 0.296, -0.041, tool_momentum, -0.086, 0.303, -0.041, robot_mode, normal, 
05/04/2022 15:41:26:200, robot_pos_w_timestamp, 1649169594360, 471.18, 192.9, 356.33, 2.33, 0.03, 3.09, tool_force, -0.93, 0.47, 0.1, actual_rep, 10, curr_step, 45, track_size, 84, robot_vel, 44.5, joints_pos, 20.11, 24.84, 2.83, -98.7, -1.84, 52.97, 70.19, tool_torque, -0.077, 0.238, -0.039, tool_momentum, -0.074, 0.244, -0.039, robot_mode, normal, 
05/04/2022 15:41:26:367, robot_pos_w_timestamp, 1649169594512, 468.49, 198.63, 357.93, 2.33, 0.03, 3.08, tool_force, -1.29, 0.42, 0.06, actual_rep, 10, curr_step, 46, track_size, 84, robot_vel, 43.85, joints_pos, 20.7, 24.64, 2.98, -98.74, -1.84, 52.97, 71.16, tool_torque, -0.018, 0.281, -0.035, tool_momentum, -0.0040, 0.283, -0.034, robot_mode, normal, 
05/04/2022 15:41:26:470, robot_pos_w_timestamp, 1649169594662, 466.12, 204.42, 359.02, 2.32, 0.03, 3.08, tool_force, -1.1, -0.28, -0.39, actual_rep, 10, curr_step, 47, track_size, 84, robot_vel, 42.99, joints_pos, 21.31, 24.53, 3.08, -98.73, -1.87, 52.9, 72.21, tool_torque, -0.043, 0.37, -0.047, tool_momentum, -0.043, 0.374, -0.047, robot_mode, normal, 
05/04/2022 15:41:26:669, robot_pos_w_timestamp, 1649169594815, 464.16, 210.19, 359.65, 2.31, 0.03, 3.07, tool_force, -1.12, -0.18, -0.08, actual_rep, 10, curr_step, 49, track_size, 84, robot_vel, 38.03, joints_pos, 21.97, 24.49, 3.12, -98.69, -1.91, 52.76, 73.37, tool_torque, 0.025, 0.427, -0.06, tool_momentum, 0.023, 0.425, -0.059, robot_mode, normal, 
05/04/2022 15:41:26:771, robot_pos_w_timestamp, 1649169594966, 463.24, 215.89, 358.77, 2.3, 0.03, 3.07, tool_force, -0.83, -0.69, -0.28, actual_rep, 10, curr_step, 52, track_size, 84, robot_vel, 37.14, joints_pos, 22.63, 24.71, 3.11, -98.53, -2.07, 52.51, 74.51, tool_torque, -0.041, 0.415, -0.069, tool_momentum, -0.032, 0.406, -0.07, robot_mode, normal, 
05/04/2022 15:41:26:973, robot_pos_w_timestamp, 1649169595119, 464.35, 221.58, 356.55, 2.3, 0.03, 3.07, tool_force, -1.05, -0.88, -0.27, actual_rep, 10, curr_step, 54, track_size, 84, robot_vel, 41.55, joints_pos, 23.34, 25.31, 2.95, -98.01, -2.28, 52.41, 75.37, tool_torque, -0.134, 0.621, -0.153, tool_momentum, -0.15, 0.626, -0.154, robot_mode, normal, 
05/04/2022 15:41:27:071, robot_pos_w_timestamp, 1649169595269, 467.85, 224.07, 356.29, 2.3, 0.03, 3.07, tool_force, -0.95, 0.2, 1.02, actual_rep, 10, curr_step, 57, track_size, 84, robot_vel, 29.06, joints_pos, 23.83, 25.82, 2.48, -97.24, -2.28, 52.72, 75.51, tool_torque, -0.143, 0.415, -0.0060, tool_momentum, -0.159, 0.389, -0.0050, robot_mode, normal, 
05/04/2022 15:41:27:272, robot_pos_w_timestamp, 1649169595424, 467.28, 223.79, 356.78, 2.3, 0.03, 3.07, tool_force, -1.12, 0.63, 0.2, actual_rep, 10, curr_step, 60, track_size, 84, robot_vel, 7.18, joints_pos, 23.98, 25.69, 2.28, -97.36, -2.14, 52.7, 75.4, tool_torque, 0.012, 0.433, 0.074, tool_momentum, 0.01, 0.432, 0.074, robot_mode, normal, 
05/04/2022 15:41:27:447, robot_pos_w_timestamp, 1649169595574, 466.56, 223.67, 356.99, 2.3, 0.03, 3.07, tool_force, -0.23, -0.23, -0.55, actual_rep, 10, curr_step, 62, track_size, 84, robot_vel, 1.86, joints_pos, 24.0, 25.59, 2.27, -97.48, -2.1, 52.65, 75.39, tool_torque, -0.01, 0.233, 0.136, tool_momentum, -0.01, 0.23, 0.136, robot_mode, normal, 
05/04/2022 15:41:27:555, robot_pos_w_timestamp, 1649169595727, 466.6, 223.75, 356.82, 2.3, 0.03, 3.07, tool_force, -0.27, 0.09, -0.19, actual_rep, 10, curr_step, 65, track_size, 84, robot_vel, 1.61, joints_pos, 24.0, 25.62, 2.27, -97.47, -2.09, 52.65, 75.39, tool_torque, 0.059, 0.25, 0.122, tool_momentum, 0.062, 0.254, 0.122, robot_mode, normal, 
05/04/2022 15:41:27:748, robot_pos_w_timestamp, 1649169595877, 466.73, 223.82, 356.78, 2.3, 0.03, 3.07, tool_force, -0.36, -0.24, -0.08, actual_rep, 10, curr_step, 68, track_size, 84, robot_vel, 0.98, joints_pos, 24.0, 25.64, 2.27, -97.45, -2.08, 52.66, 75.39, tool_torque, -0.048, 0.249, 0.134, tool_momentum, -0.048, 0.248, 0.134, robot_mode, normal, 
05/04/2022 15:41:27:829, robot_pos_w_timestamp, 1649169596031, 466.74, 223.82, 356.74, 2.3, 0.03, 3.07, tool_force, -0.3, -0.19, -0.04, actual_rep, 10, curr_step, 71, track_size, 84, robot_vel, 0.12, joints_pos, 24.0, 25.64, 2.27, -97.45, -2.08, 52.66, 75.38, tool_torque, -0.039, 0.239, 0.137, tool_momentum, -0.038, 0.241, 0.137, robot_mode, normal, 
05/04/2022 15:41:28:051, robot_pos_w_timestamp, 1649169596181, 466.74, 223.82, 356.74, 2.3, 0.03, 3.07, tool_force, -0.27, -0.07, 0.04, actual_rep, 10, curr_step, 73, track_size, 84, robot_vel, 0.07, joints_pos, 24.0, 25.64, 2.27, -97.45, -2.08, 52.66, 75.38, tool_torque, -0.025, 0.234, 0.139, tool_momentum, -0.024, 0.234, 0.139, robot_mode, normal, 
05/04/2022 15:41:28:097, robot_pos_w_timestamp, 1649169596334, 466.74, 223.82, 356.75, 2.3, 0.03, 3.07, tool_force, -0.24, -0.04, 0.07, actual_rep, 10, curr_step, 76, track_size, 84, robot_vel, 0.05, joints_pos, 24.0, 25.64, 2.27, -97.45, -2.08, 52.66, 75.38, tool_torque, -0.023, 0.236, 0.137, tool_momentum, -0.023, 0.235, 0.138, robot_mode, normal, 
05/04/2022 15:41:28:352, robot_pos_w_timestamp, 1649169596487, 466.74, 223.82, 356.75, 2.3, 0.03, 3.07, tool_force, -0.26, -0.09, 0.03, actual_rep, 10, curr_step, 79, track_size, 84, robot_vel, 0.01, joints_pos, 24.0, 25.64, 2.27, -97.45, -2.08, 52.66, 75.38, tool_torque, -0.031, 0.238, 0.136, tool_momentum, -0.031, 0.239, 0.136, robot_mode, normal, 
05/04/2022 15:41:28:382, robot_pos_w_timestamp, 1649169596639, 466.74, 223.82, 356.75, 2.3, 0.03, 3.07, tool_force, -0.26, -0.09, 0.02, actual_rep, 10, curr_step, 82, track_size, 84, robot_vel, 0.0, joints_pos, 24.0, 25.64, 2.27, -97.45, -2.08, 52.66, 75.38, tool_torque, -0.031, 0.238, 0.136, tool_momentum, -0.031, 0.238, 0.136, robot_mode, normal, 
05/04/2022 15:41:28:642, robot_pos_w_timestamp, 1649169596790, 466.74, 223.82, 356.75, 2.3, 0.03, 3.07, tool_force, -0.26, -0.08, 0.04, actual_rep, 10, curr_step, 84, track_size, 84, robot_vel, 0.02, joints_pos, 24.0, 25.64, 2.27, -97.45, -2.08, 52.66, 75.38, tool_torque, -0.028, 0.238, 0.136, tool_momentum, -0.028, 0.236, 0.136, robot_mode, normal, 
05/04/2022 15:41:28:788, robot_pos_w_timestamp, 1649169596942, 466.74, 223.82, 356.75, 2.3, 0.03, 3.07, tool_force, -0.25, -0.08, 0.03, actual_rep, 10, curr_step, 84, track_size, 84, robot_vel, 0.01, joints_pos, 24.0, 25.64, 2.27, -97.45, -2.08, 52.66, 75.38, tool_torque, -0.03, 0.24, 0.135, tool_momentum, -0.03, 0.241, 0.134, robot_mode, normal, 
05/04/2022 15:41:28:914, robot_pos_w_timestamp, 1649169597092, 466.74, 223.82, 356.75, 2.3, 0.03, 3.07, tool_force, -0.25, -0.09, 0.02, actual_rep, 10, curr_step, 84, track_size, 84, robot_vel, 0.0, joints_pos, 24.0, 25.64, 2.27, -97.45, -2.08, 52.66, 75.38, tool_torque, -0.03, 0.238, 0.134, tool_momentum, -0.029, 0.238, 0.134, robot_mode, normal, 
