30/03/2022 10:43:23: File Created!
30/03/2022 10:43:23:374, robot_pos_w_timestamp, 1648629717651, 571.31, 339.04, 192.96, 2.29, 0.02, 3.07, tool_force, -0.37, -0.02, 0.26, actual_rep, 1, curr_step, 1, track_size, 67, robot_vel, 44.03, joints_pos, 41.12, 58.29, -18.28, -69.99, 19.69, 50.38, 68.29, tool_torque, -0.0040, -0.077, 0.091, tool_momentum, -0.0040, -0.077, 0.091, robot_mode, normal, 
30/03/2022 10:43:52:273, robot_pos_w_timestamp, 1648629746326, 568.08, 152.8, 295.04, 2.04, 0.04, 3.08, tool_force, 0.91, 0.03, -0.68, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 41.69, joints_pos, 33.04, 41.85, -26.12, -85.83, 19.48, 53.1, 64.97, tool_torque, 0.288, -0.31, 0.351, tool_momentum, 0.295, -0.309, 0.351, robot_mode, normal, 
30/03/2022 10:43:52:416, robot_pos_w_timestamp, 1648629746479, 571.88, 152.26, 289.04, 2.04, 0.05, 3.08, tool_force, 1.23, 0.04, -0.33, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 42.75, joints_pos, 32.92, 42.77, -26.17, -85.34, 19.47, 52.48, 64.98, tool_torque, 0.268, -0.328, 0.316, tool_momentum, 0.257, -0.327, 0.316, robot_mode, normal, 
30/03/2022 10:43:52:578, robot_pos_w_timestamp, 1648629746626, 575.42, 152.31, 283.34, 2.04, 0.06, 3.08, tool_force, 1.09, -0.14, -0.43, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 47.26, joints_pos, 32.83, 43.63, -26.2, -84.86, 19.47, 51.95, 65.0, tool_torque, 0.272, -0.317, 0.283, tool_momentum, 0.262, -0.319, 0.283, robot_mode, normal, 
30/03/2022 10:43:52:778, robot_pos_w_timestamp, 1648629746781, 579.01, 152.53, 277.32, 2.04, 0.07, 3.08, tool_force, 0.67, -0.05, -0.2, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 44.4, joints_pos, 32.79, 44.6, -26.27, -84.3, 19.47, 51.41, 65.03, tool_torque, 0.268, -0.259, 0.241, tool_momentum, 0.274, -0.26, 0.241, robot_mode, normal, 
30/03/2022 10:43:52:880, robot_pos_w_timestamp, 1648629746926, 582.21, 153.41, 271.73, 2.05, 0.07, 3.08, tool_force, 1.13, -0.25, -0.27, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 45.55, joints_pos, 32.77, 45.43, -26.3, -83.78, 19.47, 51.01, 65.09, tool_torque, 0.213, -0.314, 0.173, tool_momentum, 0.216, -0.313, 0.173, robot_mode, normal, 
30/03/2022 10:43:53:079, robot_pos_w_timestamp, 1648629747077, 585.3, 154.69, 266.0, 2.05, 0.08, 3.08, tool_force, 1.12, -0.53, -0.68, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 44.32, joints_pos, 32.76, 46.34, -26.29, -83.2, 19.48, 50.72, 65.17, tool_torque, 0.18, -0.324, 0.114, tool_momentum, 0.181, -0.317, 0.114, robot_mode, normal, 
30/03/2022 10:43:53:180, robot_pos_w_timestamp, 1648629747225, 588.13, 156.43, 260.18, 2.05, 0.09, 3.08, tool_force, 0.3, -0.15, -0.01, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 44.29, joints_pos, 32.78, 47.27, -26.27, -82.56, 19.48, 50.52, 65.28, tool_torque, 0.195, -0.126, 0.069, tool_momentum, 0.205, -0.126, 0.069, robot_mode, normal, 
30/03/2022 10:43:53:383, robot_pos_w_timestamp, 1648629747376, 590.88, 158.98, 254.32, 2.05, 0.09, 3.09, tool_force, 0.31, 0.0, -0.34, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 47.8, joints_pos, 32.85, 48.2, -26.24, -81.87, 19.48, 50.41, 65.45, tool_torque, 0.208, -0.152, 0.076, tool_momentum, 0.213, -0.158, 0.076, robot_mode, normal, 
30/03/2022 10:43:53:489, robot_pos_w_timestamp, 1648629747525, 593.45, 162.86, 248.54, 2.06, 0.09, 3.09, tool_force, -0.22, -0.07, -0.3, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 54.81, joints_pos, 33.01, 49.17, -26.19, -81.11, 19.48, 50.34, 65.67, tool_torque, 0.176, -0.011, 0.031, tool_momentum, 0.179, -0.01, 0.031, robot_mode, normal, 
30/03/2022 10:43:53:687, robot_pos_w_timestamp, 1648629747674, 595.91, 167.85, 242.89, 2.06, 0.1, 3.09, tool_force, -0.45, -0.14, 0.12, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 55.71, joints_pos, 33.26, 50.14, -26.14, -80.27, 19.48, 50.32, 65.93, tool_torque, 0.151, -0.0090, 0.019, tool_momentum, 0.156, -0.027, 0.023, robot_mode, normal, 
30/03/2022 10:43:53:777, robot_pos_w_timestamp, 1648629747824, 598.11, 173.63, 237.7, 2.07, 0.1, 3.1, tool_force, -0.72, 0.08, 0.47, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 52.35, joints_pos, 33.6, 51.05, -26.11, -79.47, 19.48, 50.32, 66.17, tool_torque, 0.084, 0.117, -0.02, tool_momentum, 0.079, 0.113, -0.02, robot_mode, normal, 
30/03/2022 10:43:53:994, robot_pos_w_timestamp, 1648629747975, 599.57, 179.53, 234.05, 2.08, 0.1, 3.1, tool_force, -0.49, -0.51, -0.06, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 46.07, joints_pos, 33.96, 51.74, -26.06, -78.79, 19.48, 50.33, 66.37, tool_torque, -0.021, 0.063, -0.015, tool_momentum, -0.016, 0.059, -0.015, robot_mode, normal, 
30/03/2022 10:43:54:097, robot_pos_w_timestamp, 1648629748127, 600.74, 185.46, 231.07, 2.09, 0.1, 3.1, tool_force, 0.17, -0.37, -0.07, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 46.66, joints_pos, 34.27, 52.29, -25.96, -78.19, 19.48, 50.33, 66.53, tool_torque, -0.0010, -0.123, 0.022, tool_momentum, -0.015, -0.099, 0.017, robot_mode, normal, 
30/03/2022 10:43:54:299, robot_pos_w_timestamp, 1648629748276, 601.68, 191.2, 228.34, 2.09, 0.11, 3.1, tool_force, -0.48, 0.19, 0.69, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 44.92, joints_pos, 34.6, 52.82, -25.87, -77.62, 19.52, 50.33, 66.67, tool_torque, 0.071, 0.031, -0.0040, tool_momentum, 0.065, 0.036, -0.0040, robot_mode, normal, 
30/03/2022 10:43:54:400, robot_pos_w_timestamp, 1648629748426, 602.34, 196.91, 226.32, 2.1, 0.11, 3.1, tool_force, -0.11, -0.44, -0.03, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 42.4, joints_pos, 34.93, 53.26, -25.77, -77.1, 19.54, 50.34, 66.78, tool_torque, -0.029, -0.078, 0.0070, tool_momentum, -0.035, -0.061, 0.0060, robot_mode, normal, 
30/03/2022 10:43:54:588, robot_pos_w_timestamp, 1648629748579, 602.94, 202.83, 224.25, 2.11, 0.11, 3.1, tool_force, -0.54, -0.2, 0.42, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 42.22, joints_pos, 35.25, 53.67, -25.66, -76.59, 19.57, 50.35, 66.91, tool_torque, -0.019, -0.067, 0.014, tool_momentum, -0.0080, -0.076, 0.016, robot_mode, normal, 
30/03/2022 10:43:54:706, robot_pos_w_timestamp, 1648629748722, 603.19, 208.45, 222.65, 2.11, 0.11, 3.09, tool_force, -0.22, -0.56, -0.22, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 41.35, joints_pos, 35.56, 54.01, -25.53, -76.15, 19.59, 50.35, 67.0, tool_torque, -0.049, -0.084, 0.0, tool_momentum, -0.055, -0.067, -0.0010, robot_mode, normal, 
30/03/2022 10:43:54:813, robot_pos_w_timestamp, 1648629748869, 603.41, 214.34, 221.0, 2.12, 0.11, 3.09, tool_force, -0.39, -0.3, 0.47, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 38.74, joints_pos, 35.86, 54.35, -25.36, -75.7, 19.59, 50.36, 67.09, tool_torque, -0.03, -0.054, 0.0010, tool_momentum, -0.04, -0.056, 0.0, robot_mode, normal, 
30/03/2022 10:43:54:964, robot_pos_w_timestamp, 1648629749021, 603.35, 219.95, 219.55, 2.13, 0.1, 3.09, tool_force, -0.21, -0.46, -0.04, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 35.91, joints_pos, 36.13, 54.63, -25.16, -75.3, 19.59, 50.35, 67.15, tool_torque, -0.03, -0.035, -0.0080, tool_momentum, -0.032, -0.028, -0.0080, robot_mode, normal, 
30/03/2022 10:43:55:112, robot_pos_w_timestamp, 1648629749171, 603.26, 225.9, 218.03, 2.14, 0.1, 3.09, tool_force, -0.51, -0.52, 0.25, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 39.09, joints_pos, 36.41, 54.94, -24.96, -74.87, 19.59, 50.36, 67.2, tool_torque, -0.09, 0.012, -0.01, tool_momentum, -0.09, 0.01, -0.01, robot_mode, normal, 
30/03/2022 10:43:55:302, robot_pos_w_timestamp, 1648629749323, 602.81, 231.7, 216.74, 2.15, 0.1, 3.09, tool_force, -0.26, -0.58, 0.01, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 37.57, joints_pos, 36.71, 55.19, -24.74, -74.5, 19.59, 50.37, 67.23, tool_torque, -0.079, 0.0040, -0.013, tool_momentum, -0.076, 0.0010, -0.011, robot_mode, normal, 
30/03/2022 10:43:55:417, robot_pos_w_timestamp, 1648629749472, 602.33, 237.5, 215.43, 2.16, 0.1, 3.09, tool_force, -0.4, -0.4, 0.02, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 40.39, joints_pos, 36.98, 55.43, -24.51, -74.15, 19.59, 50.37, 67.24, tool_torque, -0.068, -0.038, 0.0070, tool_momentum, -0.071, -0.057, 0.0070, robot_mode, normal, 
30/03/2022 10:43:55:568, robot_pos_w_timestamp, 1648629749625, 601.53, 243.41, 214.17, 2.17, 0.1, 3.09, tool_force, -0.32, -0.35, 0.13, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 39.68, joints_pos, 37.25, 55.65, -24.25, -73.83, 19.59, 50.36, 67.25, tool_torque, -0.031, -0.04, 0.01, tool_momentum, -0.031, -0.046, 0.01, robot_mode, normal, 
30/03/2022 10:43:55:723, robot_pos_w_timestamp, 1648629749773, 600.75, 249.11, 212.93, 2.17, 0.09, 3.08, tool_force, -0.54, -0.49, 0.09, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 40.2, joints_pos, 37.52, 55.87, -23.99, -73.5, 19.59, 50.36, 67.26, tool_torque, -0.031, -0.054, 0.01, tool_momentum, -0.031, -0.034, 0.0080, robot_mode, normal, 
30/03/2022 10:43:55:869, robot_pos_w_timestamp, 1648629749924, 599.76, 254.96, 211.7, 2.18, 0.09, 3.08, tool_force, -0.5, -0.43, 0.29, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 42.29, joints_pos, 37.77, 56.06, -23.71, -73.2, 19.59, 50.37, 67.26, tool_torque, -0.063, -0.015, 0.0060, tool_momentum, -0.06, -0.018, 0.0060, robot_mode, normal, 
30/03/2022 10:43:56:022, robot_pos_w_timestamp, 1648629750072, 598.68, 260.69, 210.57, 2.19, 0.09, 3.08, tool_force, -0.44, -0.46, 0.15, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 38.0, joints_pos, 38.03, 56.25, -23.42, -72.91, 19.59, 50.37, 67.26, tool_torque, -0.064, 0.0080, 0.011, tool_momentum, -0.064, 0.0040, 0.011, robot_mode, normal, 
30/03/2022 10:43:56:324, robot_pos_w_timestamp, 1648629750371, 596.16, 272.28, 208.31, 2.21, 0.08, 3.08, tool_force, -0.08, -0.37, 0.13, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 37.99, joints_pos, 38.52, 56.59, -22.79, -72.36, 19.59, 50.37, 67.26, tool_torque, -0.042, -0.061, 0.022, tool_momentum, -0.045, -0.053, 0.021, robot_mode, normal, 
30/03/2022 10:43:56:472, robot_pos_w_timestamp, 1648629750521, 594.78, 278.09, 207.12, 2.22, 0.08, 3.08, tool_force, -0.51, -0.7, -0.12, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 39.01, joints_pos, 38.78, 56.77, -22.49, -72.09, 19.59, 50.37, 67.27, tool_torque, -0.109, -0.017, 0.011, tool_momentum, -0.095, -0.049, 0.012, robot_mode, normal, 
30/03/2022 10:43:56:624, robot_pos_w_timestamp, 1648629750670, 593.14, 283.98, 205.92, 2.23, 0.07, 3.08, tool_force, -0.53, -0.31, 0.34, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 41.89, joints_pos, 39.03, 56.93, -22.16, -71.84, 19.61, 50.37, 67.28, tool_torque, -0.046, 0.0090, 0.029, tool_momentum, -0.048, 0.017, 0.03, robot_mode, normal, 
30/03/2022 10:43:56:774, robot_pos_w_timestamp, 1648629750820, 591.54, 289.64, 204.75, 2.24, 0.07, 3.08, tool_force, -0.9, -0.45, 0.15, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 39.83, joints_pos, 39.25, 57.09, -21.81, -71.59, 19.61, 50.37, 67.28, tool_torque, -0.1, 0.025, 0.032, tool_momentum, -0.107, 0.018, 0.033, robot_mode, normal, 
30/03/2022 10:43:56:926, robot_pos_w_timestamp, 1648629750971, 589.63, 295.54, 203.48, 2.24, 0.06, 3.07, tool_force, -0.72, -0.81, -0.23, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 39.1, joints_pos, 39.49, 57.24, -21.44, -71.36, 19.61, 50.37, 67.28, tool_torque, -0.121, 0.05, -0.0010, tool_momentum, -0.112, 0.043, 0.0, robot_mode, normal, 
30/03/2022 10:43:57:127, robot_pos_w_timestamp, 1648629751120, 587.73, 301.23, 202.3, 2.25, 0.06, 3.07, tool_force, -0.83, -0.73, -0.01, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 39.96, joints_pos, 39.72, 57.39, -21.09, -71.14, 19.62, 50.37, 67.29, tool_torque, -0.132, 0.094, -0.027, tool_momentum, -0.135, 0.09, -0.027, robot_mode, normal, 
30/03/2022 10:43:57:228, robot_pos_w_timestamp, 1648629751269, 585.58, 307.05, 200.99, 2.26, 0.05, 3.07, tool_force, -1.0, -0.77, 0.07, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 39.09, joints_pos, 39.94, 57.53, -20.69, -70.94, 19.63, 50.37, 67.31, tool_torque, -0.109, 0.076, -0.03, tool_momentum, -0.113, 0.079, -0.031, robot_mode, normal, 
