26/04/2022 13:47:19: File Created!
26/04/2022 13:47:19:945, robot_pos_w_timestamp, 1650977138266, 601.99, 292.08, 234.74, 2.44, -0.02, 3.06, tool_force, 0.04, -1.03, 0.39, actual_rep, 1, curr_step, 1, track_size, 77, robot_vel, 3.29, joints_pos, 49.75, 63.25, -47.23, -68.51, -129.74, -64.3, -140.12, tool_torque, 0.269, -0.29, 0.175, tool_momentum, 0.269, -0.289, 0.175, robot_mode, rotation_overlay, 
26/04/2022 13:47:48:452, robot_pos_w_timestamp, 1650977166578, 489.95, 241.86, 358.81, 2.37, 0.0, 3.11, tool_force, 0.65, -0.77, 0.31, actual_rep, 2, curr_step, 55, track_size, 77, robot_vel, 6.9, joints_pos, 59.48, 38.25, -48.21, -90.8, -148.09, -63.61, -132.25, tool_torque, 0.31, -0.344, 0.126, tool_momentum, 0.306, -0.344, 0.126, robot_mode, rotation_overlay, 
26/04/2022 13:47:48:552, robot_pos_w_timestamp, 1650977166731, 490.02, 241.75, 359.62, 2.37, 0.0, 3.11, tool_force, -0.08, -0.74, 0.69, actual_rep, 2, curr_step, 58, track_size, 77, robot_vel, 6.63, joints_pos, 59.48, 38.18, -48.24, -90.76, -148.16, -63.7, -132.19, tool_torque, 0.178, -0.245, 0.115, tool_momentum, 0.184, -0.248, 0.116, robot_mode, rotation_overlay, 
26/04/2022 13:47:48:755, robot_pos_w_timestamp, 1650977166877, 489.79, 241.74, 359.84, 2.37, 0.0, 3.11, tool_force, -0.53, -0.19, 0.56, actual_rep, 2, curr_step, 60, track_size, 77, robot_vel, 1.62, joints_pos, 59.48, 38.12, -48.19, -90.79, -148.25, -63.68, -132.12, tool_torque, 0.346, -0.143, 0.157, tool_momentum, 0.355, -0.147, 0.158, robot_mode, rotation_overlay, 
26/04/2022 13:47:48:845, robot_pos_w_timestamp, 1650977167027, 489.77, 241.82, 359.82, 2.37, 0.0, 3.11, tool_force, 0.29, -0.21, 0.35, actual_rep, 2, curr_step, 62, track_size, 77, robot_vel, 0.52, joints_pos, 59.47, 38.11, -48.17, -90.79, -148.26, -63.68, -132.11, tool_torque, 0.389, -0.288, 0.198, tool_momentum, 0.388, -0.287, 0.198, robot_mode, rotation_overlay, 
26/04/2022 13:47:49:060, robot_pos_w_timestamp, 1650977167174, 489.78, 241.82, 359.83, 2.37, 0.0, 3.11, tool_force, 0.28, -0.41, 0.31, actual_rep, 2, curr_step, 65, track_size, 77, robot_vel, 0.25, joints_pos, 59.47, 38.11, -48.17, -90.78, -148.26, -63.68, -132.1, tool_torque, 0.348, -0.296, 0.196, tool_momentum, 0.348, -0.297, 0.196, robot_mode, rotation_overlay, 
26/04/2022 13:47:49:160, robot_pos_w_timestamp, 1650977167324, 489.78, 241.85, 359.8, 2.37, 0.0, 3.11, tool_force, 0.38, -0.4, 0.29, actual_rep, 2, curr_step, 67, track_size, 77, robot_vel, 0.17, joints_pos, 59.47, 38.12, -48.17, -90.78, -148.26, -63.68, -132.1, tool_torque, 0.362, -0.308, 0.204, tool_momentum, 0.362, -0.309, 0.204, robot_mode, rotation_overlay, 
26/04/2022 13:47:49:365, robot_pos_w_timestamp, 1650977167471, 489.79, 241.85, 359.8, 2.37, 0.0, 3.11, tool_force, 0.41, -0.44, 0.31, actual_rep, 2, curr_step, 70, track_size, 77, robot_vel, 0.11, joints_pos, 59.47, 38.12, -48.17, -90.78, -148.26, -63.68, -132.1, tool_torque, 0.348, -0.312, 0.205, tool_momentum, 0.348, -0.311, 0.205, robot_mode, rotation_overlay, 
26/04/2022 13:47:49:466, robot_pos_w_timestamp, 1650977167621, 489.79, 241.86, 359.8, 2.37, 0.0, 3.11, tool_force, 0.39, -0.44, 0.32, actual_rep, 2, curr_step, 73, track_size, 77, robot_vel, 0.04, joints_pos, 59.47, 38.12, -48.17, -90.78, -148.26, -63.68, -132.1, tool_torque, 0.347, -0.31, 0.206, tool_momentum, 0.347, -0.312, 0.207, robot_mode, rotation_overlay, 
26/04/2022 13:47:49:650, robot_pos_w_timestamp, 1650977167769, 489.79, 241.86, 359.8, 2.37, 0.0, 3.11, tool_force, 0.4, -0.45, 0.31, actual_rep, 2, curr_step, 76, track_size, 77, robot_vel, 0.01, joints_pos, 59.47, 38.12, -48.17, -90.78, -148.26, -63.68, -132.1, tool_torque, 0.345, -0.314, 0.21, tool_momentum, 0.345, -0.314, 0.21, robot_mode, rotation_overlay, 
26/04/2022 13:47:49:767, robot_pos_w_timestamp, 1650977167918, 489.79, 241.86, 359.8, 2.37, 0.0, 3.11, tool_force, 0.4, -0.44, 0.3, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.01, joints_pos, 59.47, 38.12, -48.17, -90.78, -148.26, -63.68, -132.1, tool_torque, 0.347, -0.316, 0.213, tool_momentum, 0.348, -0.316, 0.213, robot_mode, rotation_overlay, 
26/04/2022 13:47:49:920, robot_pos_w_timestamp, 1650977168068, 489.8, 241.86, 359.8, 2.37, 0.0, 3.11, tool_force, 0.4, -0.43, 0.3, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.0, joints_pos, 59.47, 38.12, -48.17, -90.78, -148.26, -63.68, -132.1, tool_torque, 0.347, -0.314, 0.213, tool_momentum, 0.346, -0.314, 0.213, robot_mode, rotation_overlay, 
26/04/2022 13:47:50:070, robot_pos_w_timestamp, 1650977168218, 489.8, 241.86, 359.8, 2.37, 0.0, 3.11, tool_force, 0.4, -0.43, 0.3, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.0, joints_pos, 59.47, 38.12, -48.17, -90.78, -148.26, -63.68, -132.1, tool_torque, 0.347, -0.315, 0.215, tool_momentum, 0.346, -0.315, 0.215, robot_mode, rotation_overlay, 
26/04/2022 13:47:50:201, robot_pos_w_timestamp, 1650977168365, 489.8, 241.86, 359.8, 2.37, 0.0, 3.11, tool_force, 0.4, -0.41, 0.31, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.01, joints_pos, 59.47, 38.12, -48.17, -90.78, -148.26, -63.68, -132.1, tool_torque, 0.345, -0.313, 0.216, tool_momentum, 0.345, -0.313, 0.216, robot_mode, rotation_overlay, 
26/04/2022 13:47:50:372, robot_pos_w_timestamp, 1650977168515, 489.79, 241.86, 359.8, 2.37, 0.0, 3.11, tool_force, 0.37, -0.41, 0.32, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.02, joints_pos, 59.47, 38.12, -48.17, -90.78, -148.26, -63.68, -132.09, tool_torque, 0.345, -0.309, 0.215, tool_momentum, 0.346, -0.309, 0.215, robot_mode, rotation_overlay, 
26/04/2022 13:47:50:575, robot_pos_w_timestamp, 1650977168661, 489.79, 241.85, 359.81, 2.37, 0.0, 3.11, tool_force, 0.35, -0.39, 0.34, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.1, joints_pos, 59.47, 38.12, -48.17, -90.78, -148.27, -63.68, -132.09, tool_torque, 0.342, -0.31, 0.216, tool_momentum, 0.342, -0.31, 0.216, robot_mode, rotation_overlay, 
26/04/2022 13:47:50:676, robot_pos_w_timestamp, 1650977168813, 489.79, 241.82, 359.82, 2.37, 0.0, 3.11, tool_force, 0.34, -0.32, 0.39, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.3, joints_pos, 59.47, 38.12, -48.17, -90.78, -148.27, -63.68, -132.09, tool_torque, 0.34, -0.314, 0.218, tool_momentum, 0.34, -0.314, 0.218, robot_mode, rotation_overlay, 
26/04/2022 13:47:50:876, robot_pos_w_timestamp, 1650977168960, 489.8, 241.83, 359.8, 2.37, 0.0, 3.11, tool_force, 0.37, -0.26, 0.38, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.38, joints_pos, 59.47, 38.12, -48.17, -90.78, -148.27, -63.68, -132.09, tool_torque, 0.392, -0.308, 0.225, tool_momentum, 0.391, -0.31, 0.225, robot_mode, rotation_overlay, 
26/04/2022 13:47:50:982, robot_pos_w_timestamp, 1650977169110, 489.95, 241.92, 358.94, 2.37, 0.0, 3.11, tool_force, 0.98, -0.55, -0.13, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 8.77, joints_pos, 59.44, 38.22, -48.13, -90.78, -148.24, -63.62, -132.09, tool_torque, 0.527, -0.415, 0.309, tool_momentum, 0.533, -0.416, 0.309, robot_mode, rotation_overlay, 
26/04/2022 13:47:51:182, robot_pos_w_timestamp, 1650977169257, 489.87, 241.97, 358.91, 2.37, 0.0, 3.11, tool_force, 0.81, -0.48, -0.02, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 2.73, joints_pos, 59.45, 38.22, -48.14, -90.78, -148.21, -63.65, -132.27, tool_torque, 0.438, -0.424, 0.4, tool_momentum, 0.446, -0.431, 0.403, robot_mode, rotation_overlay, 
26/04/2022 13:47:51:273, robot_pos_w_timestamp, 1650977169408, 487.75, 241.75, 357.84, 2.38, 0.0, 3.11, tool_force, -0.46, 1.44, 0.43, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 17.63, joints_pos, 59.59, 38.01, -48.04, -91.23, -148.24, -63.41, -132.62, tool_torque, 0.775, -0.141, 0.457, tool_momentum, 0.761, -0.158, 0.457, robot_mode, rotation_overlay, 
26/04/2022 13:47:51:480, robot_pos_w_timestamp, 1650977169557, 486.03, 241.23, 357.37, 2.38, -0.02, 3.11, tool_force, 1.55, -0.24, 0.05, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 10.24, joints_pos, 59.38, 37.85, -47.9, -91.46, -147.55, -63.83, -133.1, tool_torque, 0.425, -0.624, 0.513, tool_momentum, 0.423, -0.613, 0.512, robot_mode, rotation_overlay, 
26/04/2022 13:47:51:581, robot_pos_w_timestamp, 1650977169709, 486.7, 237.15, 358.53, 2.38, -0.04, 3.1, tool_force, 1.26, 0.36, 0.32, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 30.28, joints_pos, 58.71, 37.67, -48.02, -91.6, -146.13, -64.57, -134.5, tool_torque, 0.43, -0.63, 0.508, tool_momentum, 0.406, -0.62, 0.505, robot_mode, rotation_overlay, 
26/04/2022 13:47:51:784, robot_pos_w_timestamp, 1650977169854, 488.54, 232.2, 359.08, 2.38, -0.06, 3.1, tool_force, 1.03, 0.01, 0.48, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 38.49, joints_pos, 57.95, 37.67, -48.03, -91.53, -145.3, -65.35, -135.57, tool_torque, 0.385, -0.631, 0.512, tool_momentum, 0.379, -0.627, 0.512, robot_mode, rotation_overlay, 
26/04/2022 13:47:51:884, robot_pos_w_timestamp, 1650977170006, 491.07, 226.33, 358.81, 2.38, -0.07, 3.1, tool_force, 0.98, -0.35, 0.42, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 37.25, joints_pos, 57.18, 37.71, -48.02, -91.51, -145.06, -65.6, -136.39, tool_torque, 0.375, -0.593, 0.511, tool_momentum, 0.373, -0.59, 0.51, robot_mode, rotation_overlay, 
26/04/2022 13:47:52:188, robot_pos_w_timestamp, 1650977170302, 495.93, 214.69, 356.61, 2.38, -0.07, 3.1, tool_force, 0.96, -0.05, -0.26, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 49.56, joints_pos, 55.72, 37.98, -48.02, -91.56, -144.54, -65.88, -138.3, tool_torque, 0.548, -0.48, 0.52, tool_momentum, 0.574, -0.47, 0.52, robot_mode, rotation_overlay, 
26/04/2022 13:47:52:358, robot_pos_w_timestamp, 1650977170450, 498.21, 209.02, 354.75, 2.39, -0.07, 3.1, tool_force, 0.33, 0.07, -0.54, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 48.78, joints_pos, 55.13, 38.19, -48.07, -91.62, -144.54, -65.8, -139.17, tool_torque, 0.628, -0.264, 0.503, tool_momentum, 0.626, -0.266, 0.503, robot_mode, rotation_overlay, 
26/04/2022 13:47:52:492, robot_pos_w_timestamp, 1650977170599, 500.7, 203.14, 352.53, 2.39, -0.07, 3.11, tool_force, 0.94, -0.41, -1.8, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 43.15, joints_pos, 54.48, 38.49, -48.11, -91.61, -144.54, -65.82, -139.96, tool_torque, 0.628, -0.497, 0.529, tool_momentum, 0.634, -0.505, 0.532, robot_mode, rotation_overlay, 
26/04/2022 13:47:52:625, robot_pos_w_timestamp, 1650977170747, 503.36, 196.98, 350.07, 2.39, -0.07, 3.11, tool_force, -1.57, -2.35, -6.39, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 52.05, joints_pos, 53.76, 38.81, -48.13, -91.62, -144.48, -65.76, -141.01, tool_torque, 0.888, -0.749, 0.688, tool_momentum, 0.9, -0.767, 0.688, robot_mode, rotation_overlay, 
26/04/2022 13:47:52:792, robot_pos_w_timestamp, 1650977170896, 505.93, 189.32, 348.22, 2.39, -0.06, 3.12, tool_force, -1.25, -8.25, -19.63, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 49.37, joints_pos, 53.11, 39.08, -48.33, -91.66, -144.7, -65.63, -141.89, tool_torque, 1.326, -1.966, 1.22, tool_momentum, 1.329, -1.968, 1.22, robot_mode, rotation_overlay, 
26/04/2022 13:47:52:998, robot_pos_w_timestamp, 1650977171045, 508.43, 183.65, 345.85, 2.39, -0.05, 3.12, tool_force, -4.7, -9.04, -24.03, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 56.25, joints_pos, 52.62, 39.44, -48.46, -91.67, -144.86, -65.45, -142.49, tool_torque, 1.491, -2.338, 1.243, tool_momentum, 1.492, -2.338, 1.243, robot_mode, rotation_overlay, 
26/04/2022 13:47:53:099, robot_pos_w_timestamp, 1650977171192, 511.42, 177.59, 341.19, 2.4, -0.05, 3.12, tool_force, -7.75, -9.29, -24.26, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 56.66, joints_pos, 51.87, 40.01, -48.43, -91.67, -144.6, -65.14, -143.69, tool_torque, 1.623, -2.384, 1.224, tool_momentum, 1.631, -2.404, 1.226, robot_mode, rotation_overlay, 
26/04/2022 13:47:53:296, robot_pos_w_timestamp, 1650977171346, 514.57, 171.74, 335.7, 2.41, -0.05, 3.13, tool_force, -6.35, -9.95, -25.19, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 54.94, joints_pos, 51.05, 40.67, -48.35, -91.67, -144.06, -64.82, -145.18, tool_torque, 1.547, -2.487, 1.202, tool_momentum, 1.54, -2.484, 1.202, robot_mode, rotation_overlay, 
26/04/2022 13:47:53:397, robot_pos_w_timestamp, 1650977171492, 517.61, 166.77, 329.55, 2.42, -0.05, 3.12, tool_force, -6.12, -8.49, -22.2, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 56.57, joints_pos, 50.31, 41.41, -48.26, -91.67, -143.37, -64.38, -146.62, tool_torque, 1.287, -2.058, 0.978, tool_momentum, 1.298, -2.057, 0.979, robot_mode, rotation_overlay, 
26/04/2022 13:47:53:601, robot_pos_w_timestamp, 1650977171644, 520.5, 163.41, 322.13, 2.42, -0.05, 3.12, tool_force, -4.26, -3.62, -12.5, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 59.66, joints_pos, 49.76, 42.28, -48.14, -91.67, -142.76, -63.68, -147.45, tool_torque, 1.159, -1.267, 0.751, tool_momentum, 1.146, -1.243, 0.742, robot_mode, rotation_overlay, 
26/04/2022 13:47:53:700, robot_pos_w_timestamp, 1650977171790, 523.36, 160.24, 314.59, 2.42, -0.05, 3.12, tool_force, -1.2, -1.28, -4.07, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 52.45, joints_pos, 49.15, 43.25, -48.05, -91.59, -141.81, -63.28, -148.49, tool_torque, 0.871, -0.574, 0.543, tool_momentum, 0.869, -0.568, 0.543, robot_mode, rotation_overlay, 
26/04/2022 13:47:53:902, robot_pos_w_timestamp, 1650977171943, 526.58, 157.11, 307.84, 2.42, -0.06, 3.12, tool_force, 0.63, -0.56, -0.69, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 54.94, joints_pos, 48.46, 44.2, -47.97, -91.31, -140.82, -63.27, -149.45, tool_torque, 0.732, -0.281, 0.49, tool_momentum, 0.747, -0.266, 0.493, robot_mode, rotation_overlay, 
26/04/2022 13:47:53:985, robot_pos_w_timestamp, 1650977172102, 530.47, 154.06, 301.6, 2.42, -0.06, 3.12, tool_force, 0.66, -0.48, -0.66, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 48.71, joints_pos, 47.75, 45.11, -47.88, -91.03, -139.63, -62.94, -150.49, tool_torque, 0.781, -0.258, 0.494, tool_momentum, 0.789, -0.261, 0.496, robot_mode, rotation_overlay, 
26/04/2022 13:47:54:203, robot_pos_w_timestamp, 1650977172241, 534.2, 151.84, 296.18, 2.41, -0.06, 3.11, tool_force, 0.5, -0.56, 0.1, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 49.88, joints_pos, 47.1, 45.99, -47.77, -90.58, -138.65, -63.01, -150.96, tool_torque, 0.617, -0.429, 0.444, tool_momentum, 0.616, -0.435, 0.444, robot_mode, rotation_overlay, 
26/04/2022 13:47:54:300, robot_pos_w_timestamp, 1650977172391, 539.24, 149.97, 290.3, 2.4, -0.07, 3.11, tool_force, 0.47, -0.85, -0.39, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 52.81, joints_pos, 46.4, 47.02, -47.69, -89.97, -137.4, -62.89, -151.3, tool_torque, 0.681, -0.282, 0.454, tool_momentum, 0.679, -0.289, 0.452, robot_mode, rotation_overlay, 
26/04/2022 13:47:54:504, robot_pos_w_timestamp, 1650977172541, 544.21, 148.42, 284.57, 2.39, -0.07, 3.1, tool_force, 0.84, -0.56, -0.29, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 49.14, joints_pos, 45.82, 48.11, -47.68, -89.28, -136.42, -62.83, -151.38, tool_torque, 0.753, -0.286, 0.44, tool_momentum, 0.752, -0.281, 0.439, robot_mode, rotation_overlay, 
26/04/2022 13:47:54:607, robot_pos_w_timestamp, 1650977172688, 549.51, 146.81, 278.74, 2.38, -0.07, 3.1, tool_force, 0.28, -0.76, -0.55, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 53.17, joints_pos, 45.26, 49.23, -47.72, -88.51, -135.53, -62.82, -151.42, tool_torque, 0.656, -0.241, 0.389, tool_momentum, 0.653, -0.252, 0.389, robot_mode, rotation_overlay, 
26/04/2022 13:47:54:792, robot_pos_w_timestamp, 1650977172839, 555.23, 145.25, 272.99, 2.38, -0.07, 3.11, tool_force, 1.14, -0.7, -0.25, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 51.36, joints_pos, 44.69, 50.43, -47.73, -87.55, -134.99, -62.84, -151.65, tool_torque, 0.576, -0.404, 0.356, tool_momentum, 0.576, -0.4, 0.356, robot_mode, rotation_overlay, 
26/04/2022 13:47:54:908, robot_pos_w_timestamp, 1650977172990, 560.99, 144.84, 267.89, 2.38, -0.06, 3.11, tool_force, 1.66, -1.21, 0.0, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 49.78, joints_pos, 44.28, 51.59, -47.79, -86.49, -134.69, -62.94, -151.56, tool_torque, 0.422, -0.587, 0.26, tool_momentum, 0.407, -0.581, 0.26, robot_mode, rotation_overlay, 
26/04/2022 13:47:55:064, robot_pos_w_timestamp, 1650977173141, 566.96, 144.6, 263.31, 2.39, -0.05, 3.12, tool_force, 0.35, -1.17, 0.37, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 52.76, joints_pos, 43.91, 52.73, -47.86, -85.32, -134.72, -63.0, -151.67, tool_torque, 0.387, -0.398, 0.243, tool_momentum, 0.414, -0.423, 0.244, robot_mode, rotation_overlay, 
26/04/2022 13:47:55:213, robot_pos_w_timestamp, 1650977173287, 572.66, 145.62, 259.65, 2.39, -0.04, 3.12, tool_force, 0.34, -1.08, -0.06, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 54.1, joints_pos, 43.67, 53.7, -47.9, -84.25, -134.67, -62.84, -151.64, tool_torque, 0.564, -0.213, 0.268, tool_momentum, 0.572, -0.22, 0.268, robot_mode, rotation_overlay, 
26/04/2022 13:47:55:339, robot_pos_w_timestamp, 1650977173441, 578.53, 147.7, 256.19, 2.4, -0.03, 3.12, tool_force, 0.85, -0.87, 0.1, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 47.67, joints_pos, 43.46, 54.64, -47.9, -83.12, -134.53, -62.64, -151.57, tool_torque, 0.587, -0.267, 0.182, tool_momentum, 0.565, -0.278, 0.182, robot_mode, rotation_overlay, 
26/04/2022 13:47:55:518, robot_pos_w_timestamp, 1650977173586, 584.07, 151.44, 253.31, 2.4, -0.02, 3.12, tool_force, 1.8, -0.92, 0.41, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 53.21, joints_pos, 43.34, 55.56, -47.88, -81.88, -134.33, -62.64, -151.11, tool_torque, 0.503, -0.577, 0.133, tool_momentum, 0.503, -0.578, 0.133, robot_mode, rotation_overlay, 
26/04/2022 13:47:55:632, robot_pos_w_timestamp, 1650977173737, 589.74, 156.67, 250.82, 2.4, -0.02, 3.12, tool_force, 1.37, -1.34, -0.08, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 59.52, joints_pos, 43.3, 56.44, -47.86, -80.55, -134.21, -62.74, -150.42, tool_torque, 0.329, -0.549, 0.062, tool_momentum, 0.315, -0.554, 0.06, robot_mode, rotation_overlay, 
26/04/2022 13:47:55:822, robot_pos_w_timestamp, 1650977173886, 594.4, 162.49, 249.18, 2.4, -0.01, 3.12, tool_force, 0.07, -1.35, 0.14, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 49.89, joints_pos, 43.39, 57.19, -47.85, -79.34, -134.21, -62.77, -149.36, tool_torque, 0.259, -0.289, 0.062, tool_momentum, 0.263, -0.293, 0.062, robot_mode, rotation_overlay, 
26/04/2022 13:47:55:931, robot_pos_w_timestamp, 1650977174035, 598.11, 168.05, 248.24, 2.39, 0.0, 3.12, tool_force, -1.05, -0.84, 0.58, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 45.48, joints_pos, 43.56, 57.73, -47.85, -78.39, -134.23, -62.69, -148.25, tool_torque, 0.399, -0.0050, 0.037, tool_momentum, 0.383, -0.0080, 0.037, robot_mode, rotation_overlay, 
26/04/2022 13:47:56:122, robot_pos_w_timestamp, 1650977174183, 601.38, 173.79, 247.47, 2.38, 0.01, 3.11, tool_force, -1.17, -0.98, 0.6, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 50.28, joints_pos, 43.72, 58.19, -47.81, -77.54, -134.09, -62.53, -147.3, tool_torque, 0.445, 0.061, 0.029, tool_momentum, 0.448, 0.05, 0.028, robot_mode, rotation_overlay, 
26/04/2022 13:47:56:235, robot_pos_w_timestamp, 1650977174335, 604.34, 179.62, 246.88, 2.38, 0.01, 3.11, tool_force, -0.33, -1.54, 0.3, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 42.97, joints_pos, 43.85, 58.66, -47.78, -76.63, -134.02, -62.67, -146.44, tool_torque, 0.181, -0.162, 0.018, tool_momentum, 0.185, -0.161, 0.018, robot_mode, rotation_overlay, 
26/04/2022 13:47:56:416, robot_pos_w_timestamp, 1650977174484, 607.13, 185.37, 246.36, 2.38, 0.01, 3.11, tool_force, -0.43, -1.15, 0.56, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 43.78, joints_pos, 44.0, 59.11, -47.75, -75.72, -134.04, -62.77, -145.66, tool_torque, 0.226, -0.2, 0.035, tool_momentum, 0.219, -0.188, 0.036, robot_mode, rotation_overlay, 
26/04/2022 13:47:56:535, robot_pos_w_timestamp, 1650977174635, 609.48, 191.24, 246.06, 2.38, 0.02, 3.11, tool_force, -0.21, -1.22, 0.48, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 40.89, joints_pos, 44.22, 59.53, -47.75, -74.88, -134.15, -62.83, -144.83, tool_torque, 0.169, -0.211, 0.021, tool_momentum, 0.171, -0.194, 0.02, robot_mode, rotation_overlay, 
26/04/2022 13:47:56:690, robot_pos_w_timestamp, 1650977174783, 611.66, 196.97, 245.65, 2.38, 0.02, 3.1, tool_force, -0.59, -1.45, 0.55, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 39.46, joints_pos, 44.36, 59.87, -47.68, -74.16, -133.92, -62.83, -144.27, tool_torque, 0.23, -0.15, 0.031, tool_momentum, 0.222, -0.165, 0.029, robot_mode, rotation_overlay, 
26/04/2022 13:47:56:838, robot_pos_w_timestamp, 1650977174933, 613.3, 202.88, 245.1, 2.38, 0.02, 3.1, tool_force, -0.35, -1.07, 0.45, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 39.25, joints_pos, 44.64, 60.24, -47.7, -73.47, -133.93, -62.78, -143.56, tool_torque, 0.318, -0.112, 0.026, tool_momentum, 0.317, -0.108, 0.026, robot_mode, rotation_overlay, 
26/04/2022 13:47:57:032, robot_pos_w_timestamp, 1650977175082, 614.58, 208.72, 244.55, 2.39, 0.03, 3.1, tool_force, -0.17, -1.0, 0.33, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 42.05, joints_pos, 44.9, 60.56, -47.68, -72.86, -133.88, -62.77, -143.21, tool_torque, 0.376, -0.075, 0.064, tool_momentum, 0.377, -0.07, 0.063, robot_mode, rotation_overlay, 
26/04/2022 13:47:57:138, robot_pos_w_timestamp, 1650977175232, 615.65, 214.55, 243.86, 2.39, 0.03, 3.1, tool_force, -0.47, -0.95, -0.18, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 42.08, joints_pos, 45.14, 60.85, -47.62, -72.33, -133.65, -62.68, -143.21, tool_torque, 0.458, -0.087, 0.151, tool_momentum, 0.448, -0.085, 0.149, robot_mode, rotation_overlay, 
26/04/2022 13:47:57:335, robot_pos_w_timestamp, 1650977175380, 616.09, 220.2, 242.97, 2.4, 0.03, 3.09, tool_force, -0.38, -1.26, 0.11, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 41.58, joints_pos, 45.41, 61.13, -47.58, -71.85, -133.52, -62.71, -143.05, tool_torque, 0.327, -0.142, 0.05, tool_momentum, 0.324, -0.144, 0.049, robot_mode, rotation_overlay, 
26/04/2022 13:47:57:440, robot_pos_w_timestamp, 1650977175532, 616.27, 226.06, 241.93, 2.41, 0.03, 3.09, tool_force, -0.57, -1.17, 0.63, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 40.01, joints_pos, 45.72, 61.42, -47.56, -71.4, -133.31, -62.73, -142.92, tool_torque, 0.313, -0.162, 0.08, tool_momentum, 0.32, -0.168, 0.082, robot_mode, rotation_overlay, 
26/04/2022 13:47:57:636, robot_pos_w_timestamp, 1650977175679, 616.1, 231.83, 241.03, 2.41, 0.03, 3.09, tool_force, -0.24, -1.28, -0.26, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 41.85, joints_pos, 46.07, 61.65, -47.57, -71.09, -133.0, -62.63, -142.86, tool_torque, 0.42, -0.022, 0.077, tool_momentum, 0.428, -0.014, 0.076, robot_mode, rotation_overlay, 
26/04/2022 13:47:57:737, robot_pos_w_timestamp, 1650977175829, 615.51, 237.55, 239.96, 2.42, 0.03, 3.08, tool_force, -0.02, -1.3, 0.11, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 39.76, joints_pos, 46.41, 61.9, -47.57, -70.77, -132.67, -62.71, -142.8, tool_torque, 0.233, -0.218, 0.064, tool_momentum, 0.225, -0.212, 0.064, robot_mode, rotation_overlay, 
