26/04/2022 13:44:13: File Created!
26/04/2022 13:44:13:664, robot_pos_w_timestamp, 1650976952271, 601.79, 292.06, 235.88, 2.44, -0.02, 3.06, tool_force, -0.39, -0.55, 0.53, actual_rep, 1, curr_step, 1, track_size, 77, robot_vel, 5.28, joints_pos, 49.44, 62.79, -46.45, -68.59, -130.5, -63.98, -139.81, tool_torque, 0.316, -0.246, 0.312, tool_momentum, 0.317, -0.247, 0.312, robot_mode, rotation_overlay, 
26/04/2022 13:44:42:100, robot_pos_w_timestamp, 1650976980495, 490.19, 241.81, 359.3, 2.37, 0.0, 3.11, tool_force, 0.58, -0.43, 0.56, actual_rep, 2, curr_step, 56, track_size, 77, robot_vel, 5.82, joints_pos, 59.0, 37.92, -47.46, -90.74, -148.71, -63.46, -131.81, tool_torque, 0.28, -0.346, 0.169, tool_momentum, 0.276, -0.345, 0.169, robot_mode, rotation_overlay, 
26/04/2022 13:44:42:300, robot_pos_w_timestamp, 1650976980645, 489.85, 241.81, 359.82, 2.37, 0.0, 3.11, tool_force, 0.38, -0.23, 0.48, actual_rep, 2, curr_step, 59, track_size, 77, robot_vel, 2.36, joints_pos, 59.02, 37.83, -47.42, -90.77, -148.83, -63.48, -131.73, tool_torque, 0.314, -0.272, 0.174, tool_momentum, 0.319, -0.272, 0.174, robot_mode, rotation_overlay, 
26/04/2022 13:44:42:400, robot_pos_w_timestamp, 1650976980792, 489.76, 241.83, 359.84, 2.37, 0.0, 3.11, tool_force, 0.29, -0.24, 0.22, actual_rep, 2, curr_step, 62, track_size, 77, robot_vel, 0.87, joints_pos, 59.01, 37.8, -47.39, -90.78, -148.86, -63.46, -131.7, tool_torque, 0.411, -0.25, 0.214, tool_momentum, 0.413, -0.25, 0.213, robot_mode, rotation_overlay, 
26/04/2022 13:44:42:600, robot_pos_w_timestamp, 1650976980943, 489.76, 241.84, 359.83, 2.37, 0.0, 3.11, tool_force, 0.41, -0.16, 0.29, actual_rep, 2, curr_step, 64, track_size, 77, robot_vel, 0.27, joints_pos, 59.01, 37.8, -47.38, -90.78, -148.87, -63.46, -131.69, tool_torque, 0.416, -0.302, 0.23, tool_momentum, 0.416, -0.301, 0.23, robot_mode, rotation_overlay, 
26/04/2022 13:44:42:701, robot_pos_w_timestamp, 1650976981090, 489.78, 241.86, 359.82, 2.37, 0.0, 3.11, tool_force, 0.34, -0.27, 0.25, actual_rep, 2, curr_step, 67, track_size, 77, robot_vel, 0.29, joints_pos, 59.01, 37.8, -47.38, -90.78, -148.87, -63.46, -131.68, tool_torque, 0.394, -0.291, 0.229, tool_momentum, 0.393, -0.289, 0.229, robot_mode, rotation_overlay, 
26/04/2022 13:44:42:904, robot_pos_w_timestamp, 1650976981240, 489.8, 241.88, 359.81, 2.37, 0.0, 3.11, tool_force, 0.35, -0.3, 0.27, actual_rep, 2, curr_step, 69, track_size, 77, robot_vel, 0.1, joints_pos, 59.01, 37.81, -47.38, -90.77, -148.87, -63.47, -131.68, tool_torque, 0.39, -0.3, 0.232, tool_momentum, 0.39, -0.301, 0.232, robot_mode, rotation_overlay, 
26/04/2022 13:44:43:003, robot_pos_w_timestamp, 1650976981388, 489.8, 241.88, 359.81, 2.37, 0.0, 3.11, tool_force, 0.43, -0.32, 0.26, actual_rep, 2, curr_step, 72, track_size, 77, robot_vel, 0.03, joints_pos, 59.01, 37.81, -47.38, -90.77, -148.87, -63.47, -131.68, tool_torque, 0.391, -0.312, 0.236, tool_momentum, 0.391, -0.313, 0.236, robot_mode, rotation_overlay, 
26/04/2022 13:44:43:184, robot_pos_w_timestamp, 1650976981539, 489.81, 241.88, 359.81, 2.37, 0.0, 3.11, tool_force, 0.43, -0.31, 0.28, actual_rep, 2, curr_step, 74, track_size, 77, robot_vel, 0.02, joints_pos, 59.01, 37.81, -47.38, -90.77, -148.87, -63.47, -131.68, tool_torque, 0.388, -0.312, 0.239, tool_momentum, 0.388, -0.312, 0.239, robot_mode, rotation_overlay, 
26/04/2022 13:44:43:305, robot_pos_w_timestamp, 1650976981687, 489.81, 241.88, 359.81, 2.37, 0.0, 3.11, tool_force, 0.43, -0.31, 0.26, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.01, joints_pos, 59.01, 37.81, -47.38, -90.77, -148.87, -63.47, -131.68, tool_torque, 0.388, -0.313, 0.241, tool_momentum, 0.388, -0.313, 0.24, robot_mode, rotation_overlay, 
26/04/2022 13:44:43:455, robot_pos_w_timestamp, 1650976981838, 489.81, 241.88, 359.81, 2.37, 0.0, 3.11, tool_force, 0.43, -0.3, 0.27, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.01, joints_pos, 59.01, 37.81, -47.38, -90.77, -148.87, -63.47, -131.68, tool_torque, 0.388, -0.312, 0.242, tool_momentum, 0.388, -0.31, 0.242, robot_mode, rotation_overlay, 
26/04/2022 13:44:43:606, robot_pos_w_timestamp, 1650976981986, 489.81, 241.88, 359.81, 2.37, 0.0, 3.11, tool_force, 0.42, -0.3, 0.27, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.0, joints_pos, 59.01, 37.81, -47.38, -90.77, -148.87, -63.47, -131.68, tool_torque, 0.388, -0.311, 0.243, tool_momentum, 0.389, -0.312, 0.243, robot_mode, rotation_overlay, 
26/04/2022 13:44:43:810, robot_pos_w_timestamp, 1650976982135, 489.81, 241.88, 359.81, 2.37, 0.0, 3.11, tool_force, 0.43, -0.29, 0.28, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.0, joints_pos, 59.01, 37.81, -47.38, -90.77, -148.87, -63.47, -131.68, tool_torque, 0.39, -0.311, 0.244, tool_momentum, 0.39, -0.311, 0.244, robot_mode, rotation_overlay, 
26/04/2022 13:44:43:910, robot_pos_w_timestamp, 1650976982283, 489.81, 241.88, 359.81, 2.37, 0.0, 3.11, tool_force, 0.42, -0.29, 0.28, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.01, joints_pos, 59.01, 37.81, -47.38, -90.77, -148.87, -63.47, -131.68, tool_torque, 0.387, -0.31, 0.244, tool_momentum, 0.388, -0.31, 0.244, robot_mode, rotation_overlay, 
26/04/2022 13:44:44:109, robot_pos_w_timestamp, 1650976982433, 489.81, 241.88, 359.81, 2.37, 0.0, 3.11, tool_force, 0.41, -0.27, 0.3, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.09, joints_pos, 59.01, 37.81, -47.38, -90.77, -148.87, -63.47, -131.68, tool_torque, 0.386, -0.313, 0.247, tool_momentum, 0.386, -0.313, 0.247, robot_mode, rotation_overlay, 
26/04/2022 13:44:44:210, robot_pos_w_timestamp, 1650976982582, 489.8, 241.85, 359.83, 2.37, 0.0, 3.11, tool_force, 0.44, -0.27, 0.3, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.18, joints_pos, 59.01, 37.81, -47.38, -90.77, -148.87, -63.47, -131.68, tool_torque, 0.37, -0.316, 0.248, tool_momentum, 0.371, -0.316, 0.248, robot_mode, rotation_overlay, 
26/04/2022 13:44:44:409, robot_pos_w_timestamp, 1650976982731, 489.8, 241.87, 359.84, 2.37, 0.0, 3.11, tool_force, 0.39, -0.25, 0.3, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.48, joints_pos, 59.01, 37.81, -47.38, -90.77, -148.87, -63.47, -131.68, tool_torque, 0.392, -0.286, 0.243, tool_momentum, 0.392, -0.285, 0.242, robot_mode, rotation_overlay, 
26/04/2022 13:44:44:513, robot_pos_w_timestamp, 1650976982879, 489.94, 241.76, 359.31, 2.37, 0.0, 3.11, tool_force, 0.61, -0.38, -0.21, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 6.14, joints_pos, 58.98, 37.87, -47.36, -90.77, -148.87, -63.43, -131.68, tool_torque, 0.495, -0.308, 0.327, tool_momentum, 0.496, -0.303, 0.327, robot_mode, rotation_overlay, 
26/04/2022 13:44:44:727, robot_pos_w_timestamp, 1650976983047, 490.0, 241.99, 358.95, 2.37, 0.0, 3.11, tool_force, 0.92, -0.34, -0.13, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 2.27, joints_pos, 58.97, 37.91, -47.35, -90.76, -148.81, -63.44, -131.7, tool_torque, 0.474, -0.395, 0.355, tool_momentum, 0.472, -0.397, 0.355, robot_mode, rotation_overlay, 
26/04/2022 13:44:44:831, robot_pos_w_timestamp, 1650976983196, 488.27, 241.78, 358.12, 2.38, 0.0, 3.11, tool_force, -0.62, 0.96, 0.04, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 18.51, joints_pos, 59.09, 37.76, -47.29, -91.11, -148.86, -63.28, -132.2, tool_torque, 0.724, -0.044, 0.454, tool_momentum, 0.729, -0.032, 0.452, robot_mode, rotation_overlay, 
26/04/2022 13:44:45:034, robot_pos_w_timestamp, 1650976983344, 486.29, 241.54, 357.18, 2.38, -0.01, 3.11, tool_force, 0.55, 0.66, 0.07, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 11.52, joints_pos, 59.02, 37.57, -47.13, -91.46, -148.43, -63.35, -132.49, tool_torque, 0.541, -0.55, 0.542, tool_momentum, 0.527, -0.557, 0.543, robot_mode, rotation_overlay, 
26/04/2022 13:44:45:129, robot_pos_w_timestamp, 1650976983496, 486.45, 239.71, 358.02, 2.38, -0.03, 3.1, tool_force, 0.98, -0.05, 0.2, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 15.77, joints_pos, 58.58, 37.41, -47.15, -91.55, -147.23, -63.89, -133.49, tool_torque, 0.454, -0.629, 0.54, tool_momentum, 0.464, -0.62, 0.54, robot_mode, rotation_overlay, 
26/04/2022 13:44:45:332, robot_pos_w_timestamp, 1650976983644, 487.98, 233.73, 358.94, 2.38, -0.06, 3.1, tool_force, 0.48, 0.77, 0.86, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 37.83, joints_pos, 57.71, 37.36, -47.25, -91.54, -146.11, -64.93, -134.86, tool_torque, 0.516, -0.577, 0.53, tool_momentum, 0.507, -0.546, 0.524, robot_mode, rotation_overlay, 
26/04/2022 13:44:45:436, robot_pos_w_timestamp, 1650976983795, 490.41, 227.86, 358.93, 2.38, -0.07, 3.1, tool_force, 0.12, -0.3, 0.4, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 47.62, joints_pos, 56.88, 37.39, -47.22, -91.51, -145.65, -65.34, -135.83, tool_torque, 0.394, -0.55, 0.532, tool_momentum, 0.391, -0.558, 0.531, robot_mode, rotation_overlay, 
26/04/2022 13:44:45:621, robot_pos_w_timestamp, 1650976983947, 492.62, 221.96, 358.3, 2.38, -0.07, 3.1, tool_force, 1.06, -0.25, 0.07, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 42.13, joints_pos, 56.16, 37.43, -47.22, -91.57, -145.37, -65.53, -136.7, tool_torque, 0.373, -0.531, 0.508, tool_momentum, 0.375, -0.528, 0.51, robot_mode, rotation_overlay, 
26/04/2022 13:44:45:736, robot_pos_w_timestamp, 1650976984091, 495.09, 216.42, 357.09, 2.38, -0.07, 3.1, tool_force, 1.06, -0.28, -0.18, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 45.33, joints_pos, 55.44, 37.6, -47.22, -91.56, -145.11, -65.67, -137.65, tool_torque, 0.416, -0.458, 0.505, tool_momentum, 0.412, -0.445, 0.504, robot_mode, rotation_overlay, 
26/04/2022 13:44:45:893, robot_pos_w_timestamp, 1650976984242, 497.64, 210.69, 355.41, 2.38, -0.07, 3.1, tool_force, 0.93, 0.09, -0.73, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 43.24, joints_pos, 54.83, 37.81, -47.27, -91.59, -145.11, -65.58, -138.55, tool_torque, 0.637, -0.308, 0.502, tool_momentum, 0.633, -0.301, 0.502, robot_mode, rotation_overlay, 
26/04/2022 13:44:46:039, robot_pos_w_timestamp, 1650976984390, 500.06, 204.86, 352.92, 2.39, -0.07, 3.11, tool_force, 0.57, 0.11, -0.39, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 47.26, joints_pos, 54.17, 38.12, -47.3, -91.61, -145.11, -65.56, -139.38, tool_torque, 0.625, -0.29, 0.502, tool_momentum, 0.622, -0.295, 0.502, robot_mode, rotation_overlay, 
26/04/2022 13:44:46:242, robot_pos_w_timestamp, 1650976984541, 502.68, 199.06, 349.96, 2.39, -0.07, 3.11, tool_force, 1.19, 0.49, -0.62, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 44.39, joints_pos, 53.46, 38.47, -47.27, -91.62, -144.94, -65.48, -140.46, tool_torque, 0.727, -0.274, 0.499, tool_momentum, 0.72, -0.257, 0.499, robot_mode, rotation_overlay, 
26/04/2022 13:44:46:343, robot_pos_w_timestamp, 1650976984687, 505.35, 193.23, 346.61, 2.4, -0.07, 3.11, tool_force, 0.64, 0.48, -0.7, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 48.95, joints_pos, 52.74, 38.88, -47.27, -91.65, -144.72, -65.33, -141.49, tool_torque, 0.729, -0.306, 0.492, tool_momentum, 0.718, -0.297, 0.489, robot_mode, rotation_overlay, 
26/04/2022 13:44:46:543, robot_pos_w_timestamp, 1650976984837, 508.02, 187.44, 342.42, 2.4, -0.06, 3.12, tool_force, 0.91, 0.09, -0.56, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 50.57, joints_pos, 52.13, 39.4, -47.3, -91.65, -144.77, -65.08, -142.25, tool_torque, 0.706, -0.287, 0.484, tool_momentum, 0.709, -0.28, 0.484, robot_mode, rotation_overlay, 
26/04/2022 13:44:46:643, robot_pos_w_timestamp, 1650976984986, 510.82, 181.91, 337.69, 2.4, -0.06, 3.12, tool_force, 0.4, 0.63, -0.24, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 52.71, joints_pos, 51.43, 39.97, -47.25, -91.66, -144.52, -64.77, -143.37, tool_torque, 0.785, -0.177, 0.482, tool_momentum, 0.778, -0.167, 0.485, robot_mode, rotation_overlay, 
26/04/2022 13:44:46:849, robot_pos_w_timestamp, 1650976985134, 513.85, 176.0, 332.35, 2.41, -0.06, 3.12, tool_force, 0.51, 0.01, -0.98, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 57.92, joints_pos, 50.65, 40.61, -47.19, -91.67, -144.08, -64.45, -144.75, tool_torque, 0.796, -0.278, 0.508, tool_momentum, 0.805, -0.285, 0.508, robot_mode, rotation_overlay, 
26/04/2022 13:44:46:956, robot_pos_w_timestamp, 1650976985286, 517.12, 170.38, 326.44, 2.42, -0.06, 3.12, tool_force, 0.11, 0.06, -0.81, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 60.36, joints_pos, 49.89, 41.34, -47.15, -91.65, -143.55, -64.01, -146.06, tool_torque, 0.845, -0.208, 0.507, tool_momentum, 0.845, -0.205, 0.504, robot_mode, rotation_overlay, 
26/04/2022 13:44:47:157, robot_pos_w_timestamp, 1650976985435, 519.96, 165.75, 320.68, 2.42, -0.05, 3.12, tool_force, 0.29, 0.32, -0.59, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 53.36, joints_pos, 49.33, 42.05, -47.15, -91.66, -143.14, -63.43, -146.94, tool_torque, 0.851, -0.201, 0.494, tool_momentum, 0.839, -0.187, 0.494, robot_mode, rotation_overlay, 
26/04/2022 13:44:47:247, robot_pos_w_timestamp, 1650976985586, 522.83, 161.51, 314.81, 2.42, -0.05, 3.12, tool_force, 0.8, -0.03, -0.93, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 49.09, joints_pos, 48.76, 42.8, -47.15, -91.6, -142.53, -63.02, -147.86, tool_torque, 0.816, -0.271, 0.486, tool_momentum, 0.812, -0.271, 0.486, robot_mode, rotation_overlay, 
26/04/2022 13:44:47:465, robot_pos_w_timestamp, 1650976985737, 525.91, 157.75, 308.84, 2.42, -0.06, 3.12, tool_force, 0.88, -0.38, -0.75, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 47.5, joints_pos, 48.08, 43.67, -47.12, -91.37, -141.64, -62.97, -148.85, tool_torque, 0.726, -0.298, 0.472, tool_momentum, 0.718, -0.285, 0.472, robot_mode, rotation_overlay, 
26/04/2022 13:44:47:564, robot_pos_w_timestamp, 1650976985885, 529.46, 154.9, 303.21, 2.42, -0.06, 3.12, tool_force, 0.74, 0.2, -0.4, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 54.18, joints_pos, 47.45, 44.51, -47.05, -91.08, -140.66, -62.76, -149.78, tool_torque, 0.861, -0.25, 0.495, tool_momentum, 0.842, -0.252, 0.498, robot_mode, rotation_overlay, 
26/04/2022 13:44:47:765, robot_pos_w_timestamp, 1650976986034, 533.37, 152.36, 297.4, 2.41, -0.06, 3.11, tool_force, 0.97, -0.46, -0.38, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 49.44, joints_pos, 46.78, 45.43, -46.98, -90.68, -139.57, -62.69, -150.42, tool_torque, 0.702, -0.454, 0.488, tool_momentum, 0.701, -0.471, 0.491, robot_mode, rotation_overlay, 
26/04/2022 13:44:47:863, robot_pos_w_timestamp, 1650976986183, 538.22, 150.39, 291.64, 2.4, -0.07, 3.11, tool_force, 0.9, -0.38, -0.73, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 59.06, joints_pos, 46.09, 46.45, -46.91, -90.08, -138.32, -62.64, -150.85, tool_torque, 0.741, -0.383, 0.464, tool_momentum, 0.757, -0.378, 0.466, robot_mode, rotation_overlay, 
26/04/2022 13:44:48:060, robot_pos_w_timestamp, 1650976986331, 543.15, 148.76, 285.81, 2.39, -0.07, 3.1, tool_force, 0.62, -0.32, -0.23, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 48.62, joints_pos, 45.51, 47.52, -46.91, -89.43, -137.31, -62.54, -150.99, tool_torque, 0.783, -0.287, 0.415, tool_momentum, 0.768, -0.287, 0.413, robot_mode, rotation_overlay, 
26/04/2022 13:44:48:165, robot_pos_w_timestamp, 1650976986483, 548.38, 147.13, 279.98, 2.38, -0.07, 3.1, tool_force, 0.96, -0.68, -0.41, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 52.82, joints_pos, 44.94, 48.66, -46.94, -88.66, -136.35, -62.51, -150.99, tool_torque, 0.676, -0.259, 0.36, tool_momentum, 0.674, -0.257, 0.359, robot_mode, rotation_overlay, 
26/04/2022 13:44:48:331, robot_pos_w_timestamp, 1650976986630, 554.02, 145.69, 274.24, 2.38, -0.07, 3.1, tool_force, 0.86, -0.72, -0.37, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 54.52, joints_pos, 44.38, 49.8, -46.95, -87.77, -135.67, -62.52, -151.27, tool_torque, 0.634, -0.358, 0.399, tool_momentum, 0.636, -0.365, 0.397, robot_mode, rotation_overlay, 
26/04/2022 13:44:48:468, robot_pos_w_timestamp, 1650976986780, 559.83, 144.93, 269.03, 2.38, -0.06, 3.11, tool_force, 1.0, -0.49, 0.33, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 52.05, joints_pos, 43.94, 51.01, -47.01, -86.68, -135.49, -62.6, -151.17, tool_torque, 0.502, -0.462, 0.217, tool_momentum, 0.465, -0.458, 0.217, robot_mode, rotation_overlay, 
26/04/2022 13:44:48:598, robot_pos_w_timestamp, 1650976986928, 565.58, 144.54, 264.28, 2.39, -0.05, 3.12, tool_force, 1.37, -1.34, -0.05, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 50.45, joints_pos, 43.55, 52.11, -47.03, -85.59, -135.43, -62.65, -151.35, tool_torque, 0.334, -0.442, 0.285, tool_momentum, 0.384, -0.427, 0.284, robot_mode, rotation_overlay, 
26/04/2022 13:44:48:772, robot_pos_w_timestamp, 1650976987078, 571.37, 145.32, 260.4, 2.39, -0.04, 3.12, tool_force, 0.55, -0.76, 0.6, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 41.9, joints_pos, 43.3, 53.14, -47.1, -84.48, -135.42, -62.53, -151.23, tool_torque, 0.578, -0.255, 0.226, tool_momentum, 0.583, -0.255, 0.227, robot_mode, rotation_overlay, 
26/04/2022 13:44:48:969, robot_pos_w_timestamp, 1650976987227, 577.21, 147.11, 257.02, 2.4, -0.03, 3.12, tool_force, 1.0, -0.43, 0.06, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 50.28, joints_pos, 43.08, 54.06, -47.1, -83.35, -135.29, -62.36, -151.2, tool_torque, 0.669, -0.234, 0.209, tool_momentum, 0.659, -0.226, 0.206, robot_mode, rotation_overlay, 
26/04/2022 13:44:49:072, robot_pos_w_timestamp, 1650976987378, 582.98, 150.39, 253.97, 2.4, -0.02, 3.12, tool_force, 0.24, -1.4, -0.41, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 56.15, joints_pos, 42.94, 54.98, -47.08, -82.16, -135.15, -62.28, -150.83, tool_torque, 0.431, -0.223, 0.107, tool_momentum, 0.44, -0.236, 0.107, robot_mode, rotation_overlay, 
26/04/2022 13:44:49:273, robot_pos_w_timestamp, 1650976987528, 588.65, 155.38, 251.25, 2.4, -0.02, 3.12, tool_force, -0.09, -1.49, 0.47, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 56.15, joints_pos, 42.87, 55.91, -47.04, -80.8, -134.99, -62.37, -150.17, tool_torque, 0.332, -0.353, 0.085, tool_momentum, 0.361, -0.362, 0.087, robot_mode, rotation_overlay, 
26/04/2022 13:44:49:375, robot_pos_w_timestamp, 1650976987677, 593.43, 161.12, 249.39, 2.4, -0.01, 3.12, tool_force, -0.33, -1.25, 0.44, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 51.04, joints_pos, 42.96, 56.67, -47.03, -79.61, -134.99, -62.41, -149.22, tool_torque, 0.231, -0.212, 0.066, tool_momentum, 0.22, -0.213, 0.066, robot_mode, rotation_overlay, 
26/04/2022 13:44:49:575, robot_pos_w_timestamp, 1650976987826, 597.4, 166.86, 248.34, 2.39, 0.0, 3.12, tool_force, -0.51, -0.86, 0.68, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 44.64, joints_pos, 43.12, 57.28, -47.04, -78.56, -135.03, -62.36, -148.05, tool_torque, 0.347, -0.098, 0.056, tool_momentum, 0.352, -0.099, 0.056, robot_mode, rotation_overlay, 
26/04/2022 13:44:49:695, robot_pos_w_timestamp, 1650976987980, 600.92, 172.8, 247.63, 2.38, 0.0, 3.11, tool_force, -0.61, -0.71, 0.28, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 44.0, joints_pos, 43.29, 57.75, -47.0, -77.68, -134.89, -62.19, -147.02, tool_torque, 0.481, 0.068, 0.043, tool_momentum, 0.478, 0.081, 0.041, robot_mode, rotation_overlay, 
26/04/2022 13:44:50:145, robot_pos_w_timestamp, 1650976988429, 609.05, 190.29, 246.08, 2.38, 0.02, 3.11, tool_force, -0.53, -1.05, 0.61, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 45.19, joints_pos, 43.84, 59.13, -46.97, -75.01, -134.91, -62.49, -144.56, tool_torque, 0.123, -0.153, 0.013, tool_momentum, 0.113, -0.154, 0.015, robot_mode, rotation_overlay, 
26/04/2022 13:44:50:304, robot_pos_w_timestamp, 1650976988580, 611.31, 196.11, 245.72, 2.38, 0.02, 3.11, tool_force, -0.48, -1.02, 0.59, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 40.63, joints_pos, 43.97, 59.47, -46.89, -74.28, -134.72, -62.5, -144.01, tool_torque, 0.267, -0.212, 0.041, tool_momentum, 0.267, -0.212, 0.041, robot_mode, rotation_overlay, 
26/04/2022 13:44:50:411, robot_pos_w_timestamp, 1650976988727, 613.09, 201.86, 245.19, 2.38, 0.02, 3.1, tool_force, -0.71, -1.2, 0.32, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 45.68, joints_pos, 44.22, 59.84, -46.89, -73.58, -134.7, -62.46, -143.32, tool_torque, 0.295, -0.096, 0.048, tool_momentum, 0.306, -0.099, 0.049, robot_mode, rotation_overlay, 
26/04/2022 13:44:50:700, robot_pos_w_timestamp, 1650976988880, 614.43, 208.64, 244.56, 2.38, 0.03, 3.1, tool_force, -0.39, -0.97, 0.33, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 41.04, joints_pos, 44.55, 60.23, -46.9, -72.87, -134.66, -62.45, -142.86, tool_torque, 0.374, -0.086, 0.078, tool_momentum, 0.375, -0.107, 0.079, robot_mode, rotation_overlay, 
26/04/2022 13:44:50:776, robot_pos_w_timestamp, 1650976989036, 615.6, 213.83, 243.96, 2.39, 0.03, 3.1, tool_force, -0.31, -0.93, -0.11, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 40.19, joints_pos, 44.77, 60.5, -46.86, -72.37, -134.45, -62.38, -142.86, tool_torque, 0.51, -0.139, 0.191, tool_momentum, 0.514, -0.143, 0.189, robot_mode, rotation_overlay, 
26/04/2022 13:44:51:002, robot_pos_w_timestamp, 1650976989177, 616.03, 219.22, 243.08, 2.4, 0.03, 3.09, tool_force, -0.39, -1.12, 0.11, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 38.07, joints_pos, 45.04, 60.77, -46.84, -71.92, -134.3, -62.39, -142.74, tool_torque, 0.384, -0.096, 0.062, tool_momentum, 0.387, -0.087, 0.06, robot_mode, rotation_overlay, 
26/04/2022 13:44:51:050, robot_pos_w_timestamp, 1650976989326, 616.28, 225.08, 242.1, 2.41, 0.03, 3.09, tool_force, -0.8, -1.08, 0.57, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 43.73, joints_pos, 45.34, 61.07, -46.82, -71.46, -134.11, -62.43, -142.6, tool_torque, 0.313, -0.08, 0.045, tool_momentum, 0.306, -0.073, 0.045, robot_mode, rotation_overlay, 
26/04/2022 13:44:51:303, robot_pos_w_timestamp, 1650976989475, 616.16, 231.54, 241.07, 2.41, 0.03, 3.09, tool_force, -0.55, -1.18, -0.02, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 36.91, joints_pos, 45.72, 61.33, -46.82, -71.1, -133.77, -62.32, -142.52, tool_torque, 0.445, 0.0090, 0.076, tool_momentum, 0.456, -0.0020, 0.076, robot_mode, rotation_overlay, 
26/04/2022 13:44:51:320, robot_pos_w_timestamp, 1650976989624, 615.61, 236.66, 240.11, 2.42, 0.03, 3.08, tool_force, 0.0, -0.93, 0.43, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 37.26, joints_pos, 46.03, 61.55, -46.82, -70.82, -133.49, -62.4, -142.47, tool_torque, 0.378, -0.212, 0.081, tool_momentum, 0.332, -0.205, 0.076, robot_mode, rotation_overlay, 
26/04/2022 13:44:51:590, robot_pos_w_timestamp, 1650976989775, 615.0, 242.57, 239.08, 2.42, 0.02, 3.08, tool_force, -0.37, -1.39, 0.35, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 39.67, joints_pos, 46.35, 61.81, -46.8, -70.44, -133.18, -62.56, -142.38, tool_torque, 0.207, -0.252, 0.064, tool_momentum, 0.211, -0.279, 0.065, robot_mode, rotation_overlay, 
26/04/2022 13:44:51:717, robot_pos_w_timestamp, 1650976989923, 614.05, 248.25, 238.23, 2.43, 0.02, 3.08, tool_force, 0.18, -1.52, 0.41, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 38.53, joints_pos, 46.66, 62.03, -46.78, -70.09, -132.88, -62.87, -142.29, tool_torque, 0.192, -0.313, 0.072, tool_momentum, 0.172, -0.299, 0.072, robot_mode, rotation_overlay, 
