26/04/2022 13:39:04: File Created!
26/04/2022 13:39:04:693, robot_pos_w_timestamp, 1650976643244, 536.68, 303.04, 194.88, 2.29, 0.04, 3.08, tool_force, 0.75, -0.19, 0.5, actual_rep, 1, curr_step, 1, track_size, 95, robot_vel, 10.39, joints_pos, 52.21, 57.29, -35.95, -81.06, -142.13, -49.71, -125.05, tool_torque, 0.5, -0.495, 0.454, tool_momentum, 0.499, -0.495, 0.454, robot_mode, rotation_overlay, 
26/04/2022 13:39:33:752, robot_pos_w_timestamp, 1650976671964, 556.11, 274.05, 196.06, 2.3, 0.07, 3.07, tool_force, 0.3, -1.12, 0.67, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 36.72, joints_pos, 52.72, 59.76, -42.29, -80.78, -136.44, -50.84, -131.43, tool_torque, 0.244, -0.288, 0.069, tool_momentum, 0.241, -0.28, 0.069, robot_mode, normal, 
26/04/2022 13:39:33:868, robot_pos_w_timestamp, 1650976672114, 553.83, 280.02, 196.25, 2.3, 0.07, 3.07, tool_force, 0.5, -0.85, 0.64, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 45.85, joints_pos, 53.21, 59.77, -42.25, -80.67, -136.22, -50.92, -131.19, tool_torque, 0.358, -0.353, 0.166, tool_momentum, 0.349, -0.338, 0.166, robot_mode, normal, 
26/04/2022 13:39:34:019, robot_pos_w_timestamp, 1650976672265, 551.44, 285.75, 196.39, 2.31, 0.06, 3.06, tool_force, 0.48, -0.51, 0.47, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 41.36, joints_pos, 53.68, 59.74, -42.19, -80.66, -135.79, -50.92, -131.23, tool_torque, 0.489, -0.414, 0.267, tool_momentum, 0.49, -0.419, 0.267, robot_mode, normal, 
26/04/2022 13:39:34:168, robot_pos_w_timestamp, 1650976672414, 548.68, 291.46, 196.48, 2.31, 0.06, 3.06, tool_force, -0.4, -0.71, 0.83, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 44.76, joints_pos, 54.23, 59.74, -42.19, -80.64, -135.69, -50.92, -130.83, tool_torque, 0.378, -0.23, 0.104, tool_momentum, 0.376, -0.226, 0.104, robot_mode, normal, 
26/04/2022 13:39:34:318, robot_pos_w_timestamp, 1650976672565, 544.21, 297.03, 195.61, 2.31, 0.05, 3.07, tool_force, 0.06, -0.34, 0.63, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 48.46, joints_pos, 54.84, 59.76, -42.16, -80.74, -135.47, -51.35, -130.3, tool_torque, 0.347, -0.3, 0.086, tool_momentum, 0.339, -0.255, 0.084, robot_mode, normal, 
26/04/2022 13:39:34:474, robot_pos_w_timestamp, 1650976672716, 538.77, 302.35, 194.5, 2.3, 0.04, 3.08, tool_force, -1.07, -0.64, 0.85, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 44.13, joints_pos, 55.42, 59.86, -42.17, -80.74, -135.46, -52.29, -129.26, tool_torque, 0.25, -0.074, 0.064, tool_momentum, 0.223, -0.071, 0.063, robot_mode, normal, 
26/04/2022 13:39:34:620, robot_pos_w_timestamp, 1650976672866, 538.31, 302.64, 194.22, 2.3, 0.04, 3.08, tool_force, -0.62, -0.12, 1.11, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 3.71, joints_pos, 55.59, 59.97, -42.41, -80.76, -135.19, -52.42, -129.3, tool_torque, 0.404, -0.215, 0.27, tool_momentum, 0.407, -0.226, 0.27, robot_mode, normal, 
26/04/2022 13:39:34:774, robot_pos_w_timestamp, 1650976673017, 538.36, 302.79, 194.12, 2.3, 0.04, 3.08, tool_force, 0.19, -0.38, 0.61, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.96, joints_pos, 55.59, 59.99, -42.4, -80.74, -135.18, -52.42, -129.31, tool_torque, 0.369, -0.284, 0.293, tool_momentum, 0.371, -0.286, 0.293, robot_mode, normal, 
26/04/2022 13:39:34:920, robot_pos_w_timestamp, 1650976673167, 538.36, 302.81, 194.14, 2.3, 0.04, 3.08, tool_force, 0.44, -0.23, 0.77, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.13, joints_pos, 55.59, 59.99, -42.4, -80.74, -135.18, -52.43, -129.31, tool_torque, 0.397, -0.332, 0.301, tool_momentum, 0.399, -0.333, 0.301, robot_mode, normal, 
26/04/2022 13:39:35:072, robot_pos_w_timestamp, 1650976673318, 538.35, 302.81, 194.15, 2.3, 0.04, 3.08, tool_force, 0.58, -0.16, 0.69, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.13, joints_pos, 55.59, 59.99, -42.4, -80.74, -135.18, -52.43, -129.31, tool_torque, 0.419, -0.359, 0.32, tool_momentum, 0.419, -0.359, 0.32, robot_mode, normal, 
26/04/2022 13:39:35:220, robot_pos_w_timestamp, 1650976673465, 538.34, 302.81, 194.17, 2.3, 0.04, 3.08, tool_force, 0.57, -0.19, 0.66, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.04, joints_pos, 55.59, 59.99, -42.4, -80.74, -135.18, -52.43, -129.31, tool_torque, 0.428, -0.365, 0.318, tool_momentum, 0.427, -0.363, 0.318, robot_mode, normal, 
26/04/2022 13:39:35:391, robot_pos_w_timestamp, 1650976673615, 538.34, 302.8, 194.17, 2.3, 0.04, 3.08, tool_force, 0.56, -0.15, 0.68, actual_rep, 2, curr_step, 2, track_size, 95, robot_vel, 0.1, joints_pos, 55.59, 59.98, -42.4, -80.74, -135.19, -52.43, -129.31, tool_torque, 0.434, -0.36, 0.312, tool_momentum, 0.434, -0.359, 0.312, robot_mode, normal, 
26/04/2022 13:39:35:524, robot_pos_w_timestamp, 1650976673765, 539.98, 302.11, 194.97, 2.3, 0.05, 3.08, tool_force, 1.84, 0.1, 0.06, actual_rep, 2, curr_step, 4, track_size, 95, robot_vel, 30.35, joints_pos, 55.53, 59.98, -42.5, -80.66, -135.23, -52.14, -129.65, tool_torque, 0.766, -0.454, 0.47, tool_momentum, 0.769, -0.452, 0.47, robot_mode, normal, 
26/04/2022 13:39:35:676, robot_pos_w_timestamp, 1650976673913, 544.43, 297.2, 195.72, 2.31, 0.06, 3.06, tool_force, 0.31, 0.43, 0.35, actual_rep, 2, curr_step, 6, track_size, 95, robot_vel, 51.88, joints_pos, 55.19, 59.96, -42.73, -80.82, -134.95, -51.12, -130.53, tool_torque, 0.907, -0.215, 0.459, tool_momentum, 0.897, -0.199, 0.459, robot_mode, normal, 
26/04/2022 13:39:35:821, robot_pos_w_timestamp, 1650976674062, 547.59, 291.6, 196.32, 2.31, 0.06, 3.06, tool_force, 1.58, 0.29, -0.1, actual_rep, 2, curr_step, 6, track_size, 95, robot_vel, 29.12, joints_pos, 54.69, 59.95, -42.88, -80.85, -134.85, -51.09, -131.25, tool_torque, 0.838, -0.503, 0.512, tool_momentum, 0.836, -0.5, 0.512, robot_mode, normal, 
26/04/2022 13:39:35:975, robot_pos_w_timestamp, 1650976674211, 550.62, 285.64, 196.2, 2.3, 0.07, 3.07, tool_force, 1.45, -0.53, 0.47, actual_rep, 2, curr_step, 7, track_size, 95, robot_vel, 46.97, joints_pos, 54.14, 60.01, -42.95, -80.8, -135.16, -51.16, -131.5, tool_torque, 0.453, -0.481, 0.414, tool_momentum, 0.456, -0.492, 0.414, robot_mode, normal, 
26/04/2022 13:39:36:124, robot_pos_w_timestamp, 1650976674360, 553.09, 280.11, 196.25, 2.3, 0.07, 3.07, tool_force, 2.19, -0.66, 0.2, actual_rep, 2, curr_step, 8, track_size, 95, robot_vel, 41.49, joints_pos, 53.66, 60.03, -42.98, -80.79, -135.53, -51.19, -131.54, tool_torque, 0.473, -0.671, 0.457, tool_momentum, 0.481, -0.681, 0.459, robot_mode, normal, 
26/04/2022 13:39:36:277, robot_pos_w_timestamp, 1650976674509, 555.59, 274.33, 196.12, 2.3, 0.07, 3.07, tool_force, 1.89, 0.12, 0.35, actual_rep, 2, curr_step, 9, track_size, 95, robot_vel, 40.55, joints_pos, 53.09, 60.01, -42.98, -80.85, -135.61, -51.16, -131.92, tool_torque, 0.663, -0.642, 0.52, tool_momentum, 0.669, -0.642, 0.52, robot_mode, normal, 
26/04/2022 13:39:36:427, robot_pos_w_timestamp, 1650976674657, 557.92, 268.58, 196.05, 2.29, 0.08, 3.07, tool_force, 1.83, 0.62, -0.12, actual_rep, 2, curr_step, 9, track_size, 95, robot_vel, 39.08, joints_pos, 52.64, 59.99, -43.01, -80.96, -135.87, -50.97, -132.04, tool_torque, 0.95, -0.519, 0.53, tool_momentum, 0.946, -0.49, 0.525, robot_mode, normal, 
26/04/2022 13:39:36:588, robot_pos_w_timestamp, 1650976674817, 560.12, 262.38, 195.75, 2.29, 0.08, 3.08, tool_force, 1.83, 0.64, 0.15, actual_rep, 2, curr_step, 10, track_size, 95, robot_vel, 44.67, joints_pos, 52.1, 59.98, -43.02, -81.06, -136.1, -50.92, -132.34, tool_torque, 0.891, -0.571, 0.561, tool_momentum, 0.895, -0.58, 0.561, robot_mode, normal, 
26/04/2022 13:39:36:741, robot_pos_w_timestamp, 1650976674970, 562.21, 256.48, 195.42, 2.29, 0.08, 3.08, tool_force, 2.06, 0.36, 0.34, actual_rep, 2, curr_step, 11, track_size, 95, robot_vel, 38.82, joints_pos, 51.55, 59.99, -42.99, -81.1, -136.29, -50.98, -132.62, tool_torque, 0.756, -0.709, 0.555, tool_momentum, 0.758, -0.713, 0.556, robot_mode, normal, 
26/04/2022 13:39:36:897, robot_pos_w_timestamp, 1650976675120, 564.3, 250.62, 195.12, 2.28, 0.08, 3.08, tool_force, 1.99, 0.5, 0.08, actual_rep, 2, curr_step, 11, track_size, 95, robot_vel, 41.43, joints_pos, 51.0, 59.98, -42.99, -81.18, -136.31, -50.96, -132.93, tool_torque, 0.84, -0.685, 0.555, tool_momentum, 0.838, -0.673, 0.555, robot_mode, normal, 
26/04/2022 13:39:37:052, robot_pos_w_timestamp, 1650976675276, 566.32, 244.58, 194.91, 2.28, 0.08, 3.08, tool_force, 1.72, 0.72, 0.23, actual_rep, 2, curr_step, 12, track_size, 95, robot_vel, 44.59, joints_pos, 50.45, 59.96, -43.0, -81.28, -136.32, -50.94, -133.4, tool_torque, 0.942, -0.613, 0.573, tool_momentum, 0.941, -0.611, 0.573, robot_mode, normal, 
26/04/2022 13:39:37:216, robot_pos_w_timestamp, 1650976675431, 568.35, 238.61, 194.62, 2.28, 0.08, 3.08, tool_force, 1.83, 0.82, -0.09, actual_rep, 2, curr_step, 13, track_size, 95, robot_vel, 39.64, joints_pos, 49.88, 59.94, -42.98, -81.37, -136.29, -50.91, -133.96, tool_torque, 1.029, -0.643, 0.583, tool_momentum, 1.028, -0.67, 0.585, robot_mode, normal, 
26/04/2022 13:39:37:355, robot_pos_w_timestamp, 1650976675574, 570.13, 233.0, 194.35, 2.28, 0.08, 3.09, tool_force, 1.85, 0.27, 0.11, actual_rep, 2, curr_step, 13, track_size, 95, robot_vel, 40.34, joints_pos, 49.36, 59.96, -43.0, -81.4, -136.35, -51.02, -134.43, tool_torque, 0.721, -0.678, 0.563, tool_momentum, 0.725, -0.695, 0.568, robot_mode, normal, 
26/04/2022 13:39:37:509, robot_pos_w_timestamp, 1650976675729, 572.1, 227.19, 194.06, 2.28, 0.08, 3.09, tool_force, 2.91, -0.02, 0.12, actual_rep, 2, curr_step, 14, track_size, 95, robot_vel, 39.92, joints_pos, 48.8, 60.0, -42.99, -81.38, -136.51, -51.15, -134.85, tool_torque, 0.669, -0.936, 0.592, tool_momentum, 0.671, -0.944, 0.592, robot_mode, rotation_overlay, 
26/04/2022 13:39:37:676, robot_pos_w_timestamp, 1650976675863, 572.58, 226.9, 193.73, 2.28, 0.08, 3.09, tool_force, 2.37, -0.98, -0.78, actual_rep, 2, curr_step, 14, track_size, 95, robot_vel, 13.26, joints_pos, 48.61, 60.0, -42.81, -81.26, -136.65, -51.23, -134.86, tool_torque, 0.547, -0.752, 0.458, tool_momentum, 0.567, -0.758, 0.458, robot_mode, rotation_overlay, 
26/04/2022 13:39:37:808, robot_pos_w_timestamp, 1650976676009, 572.97, 225.13, 193.36, 2.3, 0.09, 3.1, tool_force, 2.52, 0.01, -0.25, actual_rep, 2, curr_step, 14, track_size, 95, robot_vel, 11.64, joints_pos, 48.56, 60.08, -42.9, -81.28, -136.92, -51.16, -136.04, tool_torque, 0.867, -0.693, 0.598, tool_momentum, 0.859, -0.683, 0.596, robot_mode, rotation_overlay, 
26/04/2022 13:39:37:959, robot_pos_w_timestamp, 1650976676160, 573.89, 223.44, 193.26, 2.35, 0.09, 3.1, tool_force, 2.21, 0.37, 0.32, actual_rep, 2, curr_step, 14, track_size, 95, robot_vel, 13.17, joints_pos, 48.48, 60.18, -43.07, -81.22, -136.89, -51.2, -139.25, tool_torque, 0.787, -0.672, 0.566, tool_momentum, 0.784, -0.671, 0.566, robot_mode, rotation_overlay, 
26/04/2022 13:39:38:112, robot_pos_w_timestamp, 1650976676307, 574.58, 221.41, 193.37, 2.43, 0.09, 3.11, tool_force, 1.84, 0.62, -0.17, actual_rep, 2, curr_step, 15, track_size, 95, robot_vel, 13.08, joints_pos, 48.31, 60.14, -43.1, -81.34, -136.62, -51.06, -143.92, tool_torque, 1.076, -0.478, 0.547, tool_momentum, 1.077, -0.475, 0.547, robot_mode, rotation_overlay, 
26/04/2022 13:39:38:257, robot_pos_w_timestamp, 1650976676458, 575.09, 219.46, 193.64, 2.47, 0.1, 3.11, tool_force, 1.38, 1.06, -0.12, actual_rep, 2, curr_step, 15, track_size, 95, robot_vel, 11.71, joints_pos, 48.23, 60.12, -43.22, -81.43, -136.53, -50.96, -146.71, tool_torque, 1.126, -0.315, 0.512, tool_momentum, 1.126, -0.315, 0.512, robot_mode, rotation_overlay, 
26/04/2022 13:39:38:416, robot_pos_w_timestamp, 1650976676611, 575.58, 217.64, 193.83, 2.49, 0.1, 3.11, tool_force, 1.37, 0.42, -0.18, actual_rep, 2, curr_step, 15, track_size, 95, robot_vel, 13.95, joints_pos, 48.22, 60.17, -43.42, -81.48, -136.53, -50.95, -147.57, tool_torque, 0.965, -0.312, 0.465, tool_momentum, 0.962, -0.308, 0.465, robot_mode, rotation_overlay, 
26/04/2022 13:39:38:570, robot_pos_w_timestamp, 1650976676743, 575.56, 217.48, 192.96, 2.48, 0.1, 3.11, tool_force, 1.89, 0.27, -0.1, actual_rep, 2, curr_step, 15, track_size, 95, robot_vel, 8.03, joints_pos, 48.2, 60.28, -43.44, -81.48, -136.31, -50.95, -147.53, tool_torque, 0.977, -0.43, 0.338, tool_momentum, 0.987, -0.439, 0.338, robot_mode, rotation_overlay, 
26/04/2022 13:39:38:718, robot_pos_w_timestamp, 1650976676891, 576.33, 216.16, 192.85, 2.45, 0.1, 3.11, tool_force, 0.16, -0.68, 0.53, actual_rep, 2, curr_step, 15, track_size, 95, robot_vel, 6.07, joints_pos, 48.21, 60.44, -43.81, -81.5, -135.58, -51.06, -146.04, tool_torque, 0.361, -0.143, 0.0, tool_momentum, 0.354, -0.145, -0.0010, robot_mode, rotation_overlay, 
26/04/2022 13:39:38:869, robot_pos_w_timestamp, 1650976677040, 576.65, 214.87, 192.89, 2.38, 0.09, 3.1, tool_force, 0.49, -0.84, 0.4, actual_rep, 2, curr_step, 15, track_size, 95, robot_vel, 7.28, joints_pos, 48.28, 60.59, -44.16, -81.51, -135.2, -51.27, -142.46, tool_torque, 0.278, -0.224, 0.0020, tool_momentum, 0.286, -0.227, 0.0020, robot_mode, rotation_overlay, 
26/04/2022 13:39:39:019, robot_pos_w_timestamp, 1650976677187, 577.06, 213.51, 192.96, 2.28, 0.09, 3.09, tool_force, 0.5, -0.93, 0.4, actual_rep, 2, curr_step, 16, track_size, 95, robot_vel, 12.15, joints_pos, 48.32, 60.72, -44.45, -81.48, -135.09, -51.46, -136.85, tool_torque, 0.203, -0.194, 0.0, tool_momentum, 0.202, -0.2, 0.0010, robot_mode, rotation_overlay, 
26/04/2022 13:39:39:171, robot_pos_w_timestamp, 1650976677338, 577.45, 212.29, 193.06, 2.17, 0.09, 3.09, tool_force, 0.49, -1.11, 0.76, actual_rep, 2, curr_step, 16, track_size, 95, robot_vel, 7.82, joints_pos, 48.34, 60.85, -44.69, -81.4, -135.21, -51.67, -130.57, tool_torque, 0.153, -0.204, 0.045, tool_momentum, 0.156, -0.207, 0.045, robot_mode, rotation_overlay, 
26/04/2022 13:39:39:325, robot_pos_w_timestamp, 1650976677487, 577.77, 211.13, 193.21, 2.09, 0.08, 3.08, tool_force, 1.3, -1.14, 0.49, actual_rep, 2, curr_step, 16, track_size, 95, robot_vel, 9.52, joints_pos, 48.28, 60.86, -44.76, -81.41, -135.26, -51.7, -126.25, tool_torque, 0.216, -0.416, 0.098, tool_momentum, 0.217, -0.42, 0.099, robot_mode, rotation_overlay, 
26/04/2022 13:39:39:476, robot_pos_w_timestamp, 1650976677638, 578.1, 209.94, 193.46, 2.05, 0.08, 3.08, tool_force, 1.75, -0.67, 0.3, actual_rep, 2, curr_step, 16, track_size, 95, robot_vel, 7.6, joints_pos, 48.17, 60.8, -44.73, -81.46, -135.24, -51.63, -124.05, tool_torque, 0.514, -0.572, 0.163, tool_momentum, 0.526, -0.595, 0.163, robot_mode, rotation_overlay, 
26/04/2022 13:39:39:656, robot_pos_w_timestamp, 1650976677785, 578.45, 208.92, 193.59, 2.04, 0.08, 3.07, tool_force, 1.31, 0.01, 0.05, actual_rep, 2, curr_step, 16, track_size, 95, robot_vel, 8.77, joints_pos, 48.01, 60.69, -44.61, -81.57, -135.08, -51.42, -123.73, tool_torque, 0.781, -0.742, 0.361, tool_momentum, 0.796, -0.806, 0.373, robot_mode, rotation_overlay, 
26/04/2022 13:39:39:777, robot_pos_w_timestamp, 1650976677921, 578.22, 208.45, 193.34, 2.05, 0.08, 3.08, tool_force, 2.88, 0.19, -0.44, actual_rep, 2, curr_step, 16, track_size, 95, robot_vel, 11.26, joints_pos, 48.0, 60.7, -44.61, -81.61, -135.22, -51.42, -124.1, tool_torque, 0.835, -1.011, 0.578, tool_momentum, 0.835, -1.007, 0.579, robot_mode, rotation_overlay, 
26/04/2022 13:39:39:926, robot_pos_w_timestamp, 1650976678070, 578.38, 207.44, 193.28, 2.08, 0.08, 3.08, tool_force, 2.59, -0.14, 0.18, actual_rep, 2, curr_step, 16, track_size, 95, robot_vel, 5.89, joints_pos, 47.9, 60.71, -44.61, -81.59, -135.31, -51.52, -126.33, tool_torque, 0.59, -0.905, 0.607, tool_momentum, 0.587, -0.903, 0.607, robot_mode, rotation_overlay, 
26/04/2022 13:39:40:080, robot_pos_w_timestamp, 1650976678219, 579.22, 206.47, 192.89, 2.15, 0.09, 3.09, tool_force, 2.96, -0.77, -0.38, actual_rep, 2, curr_step, 16, track_size, 95, robot_vel, 6.91, joints_pos, 47.73, 60.81, -44.61, -81.45, -135.19, -51.66, -130.73, tool_torque, 0.571, -0.948, 0.585, tool_momentum, 0.571, -0.941, 0.584, robot_mode, rotation_overlay, 
26/04/2022 13:39:40:226, robot_pos_w_timestamp, 1650976678367, 579.69, 205.22, 192.89, 2.26, 0.09, 3.09, tool_force, 2.17, 0.01, 0.03, actual_rep, 2, curr_step, 17, track_size, 95, robot_vel, 8.12, joints_pos, 47.57, 60.78, -44.61, -81.51, -134.78, -51.66, -137.1, tool_torque, 0.782, -0.814, 0.55, tool_momentum, 0.781, -0.81, 0.55, robot_mode, rotation_overlay, 
26/04/2022 13:39:40:381, robot_pos_w_timestamp, 1650976678517, 580.05, 203.92, 193.04, 2.36, 0.09, 3.1, tool_force, 1.65, 0.37, 0.12, actual_rep, 2, curr_step, 17, track_size, 95, robot_vel, 10.13, joints_pos, 47.41, 60.73, -44.63, -81.61, -134.32, -51.64, -143.58, tool_torque, 0.899, -0.638, 0.487, tool_momentum, 0.899, -0.64, 0.488, robot_mode, rotation_overlay, 
26/04/2022 13:39:40:526, robot_pos_w_timestamp, 1650976678665, 580.31, 202.66, 193.11, 2.43, 0.09, 3.1, tool_force, 1.59, 0.31, 0.07, actual_rep, 2, curr_step, 17, track_size, 95, robot_vel, 9.1, joints_pos, 47.34, 60.73, -44.71, -81.67, -134.09, -51.66, -147.69, tool_torque, 0.856, -0.543, 0.433, tool_momentum, 0.853, -0.542, 0.433, robot_mode, rotation_overlay, 
26/04/2022 13:39:40:686, robot_pos_w_timestamp, 1650976678820, 580.57, 201.38, 193.13, 2.47, 0.09, 3.11, tool_force, 1.5, 0.13, 0.26, actual_rep, 2, curr_step, 17, track_size, 95, robot_vel, 9.36, joints_pos, 47.32, 60.8, -44.87, -81.69, -133.99, -51.74, -149.91, tool_torque, 0.727, -0.515, 0.403, tool_momentum, 0.729, -0.518, 0.404, robot_mode, rotation_overlay, 
26/04/2022 13:39:40:856, robot_pos_w_timestamp, 1650976678952, 580.75, 200.7, 193.21, 2.48, 0.09, 3.11, tool_force, 1.0, -0.34, 0.52, actual_rep, 2, curr_step, 17, track_size, 95, robot_vel, 8.45, joints_pos, 47.32, 60.86, -45.0, -81.64, -133.99, -51.88, -150.24, tool_torque, 0.585, -0.431, 0.359, tool_momentum, 0.593, -0.434, 0.359, robot_mode, rotation_overlay, 
26/04/2022 13:39:40:988, robot_pos_w_timestamp, 1650976679094, 580.94, 200.08, 192.36, 2.47, 0.09, 3.11, tool_force, 1.31, -0.24, 0.64, actual_rep, 2, curr_step, 17, track_size, 95, robot_vel, 10.91, joints_pos, 47.32, 61.01, -45.12, -81.66, -133.68, -51.89, -150.04, tool_torque, 0.549, -0.374, 0.151, tool_momentum, 0.541, -0.365, 0.151, robot_mode, rotation_overlay, 
26/04/2022 13:39:41:139, robot_pos_w_timestamp, 1650976679250, 581.34, 198.82, 192.29, 2.43, 0.09, 3.1, tool_force, 0.45, -1.21, 0.33, actual_rep, 2, curr_step, 17, track_size, 95, robot_vel, 7.26, joints_pos, 47.37, 61.19, -45.51, -81.65, -133.16, -52.16, -147.97, tool_torque, 0.252, -0.265, 0.015, tool_momentum, 0.261, -0.275, 0.015, robot_mode, rotation_overlay, 
26/04/2022 13:39:41:304, robot_pos_w_timestamp, 1650976679412, 581.68, 197.57, 192.43, 2.34, 0.08, 3.1, tool_force, 0.5, -1.15, 0.83, actual_rep, 2, curr_step, 17, track_size, 95, robot_vel, 8.0, joints_pos, 47.43, 61.35, -45.86, -81.61, -132.94, -52.44, -143.27, tool_torque, 0.188, -0.213, 0.014, tool_momentum, 0.18, -0.204, 0.012, robot_mode, rotation_overlay, 
26/04/2022 13:39:41:458, robot_pos_w_timestamp, 1650976679562, 581.94, 196.38, 192.52, 2.24, 0.08, 3.1, tool_force, 0.32, -1.22, 0.82, actual_rep, 2, curr_step, 18, track_size, 95, robot_vel, 7.16, joints_pos, 47.48, 61.51, -46.16, -81.53, -132.95, -52.73, -137.07, tool_torque, 0.086, -0.177, 0.0040, tool_momentum, 0.081, -0.171, 0.0040, robot_mode, rotation_overlay, 
